Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	1/612	5.047811e-01	5.688286e-01	2.150012e+00	1.469814e+00	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	1/208	2.104842e-01	3.243933e-01	6.471897e+00	1.008545e+01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	2/27	4.202382e-04	7.340161e-03	9.292444e+01	7.224586e+02	OAS1;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	2/695	1.843232e-01	3.008889e-01	3.299365e+00	5.579440e+00	IFIT1;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	2/550	1.270083e-01	2.502276e-01	4.203815e+00	8.674583e+00	IFIT1;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1/1299	7.811430e-01	7.945613e-01	9.755890e-01	2.409676e-01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	1/379	3.511477e-01	4.471480e-01	3.516482e+00	3.680168e+00	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	1/312	2.991505e-01	4.010195e-01	4.287842e+00	5.174605e+00	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STARVATION	1/178	1.829798e-01	2.996295e-01	7.577530e+00	1.286952e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STRESS	3/1966	3.858388e-01	4.745998e-01	1.599022e+00	1.522806e+00	EIF2AK2;PARP9;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	1/109	1.162068e-01	2.383263e-01	1.244079e+01	2.677735e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	2/119	7.894345e-03	6.671995e-02	2.007109e+01	9.717639e+01	STAT1;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	1/89	9.589855e-02	2.175161e-01	1.526803e+01	3.579536e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_VIRUS	2/88	4.396069e-03	5.007696e-02	2.730791e+01	1.482012e+02	IFI6;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION	2/1109	3.589605e-01	4.537014e-01	2.020426e+00	2.070013e+00	RSAD2;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE	4/1841	1.484460e-01	2.678823e-01	2.332289e+00	4.448920e+00	PARP9;MX2;PLSCR1;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	1/192	1.959271e-01	3.125291e-01	7.018459e+00	1.144018e+01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PHASE_TRANSITION	1/574	4.823524e-01	5.518617e-01	2.297095e+00	1.674766e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PROCESS	2/1323	4.461894e-01	5.242226e-01	1.673496e+00	1.350531e+00	PARP9;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1/57	6.247595e-02	1.696238e-01	2.395493e+01	6.642639e+01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	1/23	2.567343e-02	1.154753e-01	6.025891e+01	2.206861e+02	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_MOTILITY	3/1813	3.367038e-01	4.341387e-01	1.749318e+00	1.904223e+00	IFITM1;STAT1;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1/23	2.567343e-02	1.154753e-01	6.025891e+01	2.206861e+02	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PROLIFERATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	1/10	1.124072e-02	8.172535e-02	1.428140e+02	6.409794e+02	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1/72	7.828703e-02	1.924536e-01	1.891478e+01	4.818301e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMICAL_HOMEOSTASIS	1/1037	7.001080e-01	7.286129e-01	1.239828e+00	4.420242e-01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	1/20	2.236076e-02	1.089957e-01	6.954025e+01	2.642841e+02	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_PRODUCTION	2/105	6.198003e-03	6.127837e-02	2.280252e+01	1.159173e+02	EIF2AK2;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEGREGATION	1/441	3.959673e-01	4.797384e-01	3.011720e+00	2.790129e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEPARATION	1/81	8.765117e-02	2.036772e-01	1.679229e+01	4.087898e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	1/1224	7.603803e-01	7.782017e-01	1.039669e+00	2.848033e-01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CIRCULATORY_SYSTEM_PROCESS	1/602	4.989705e-01	5.654201e-01	2.186916e+00	1.520363e+00	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	8/512	4.991940e-08	2.274588e-06	2.202081e+01	3.702328e+02	OAS2;IFITM1;IRF7;STAT1;PARP9;ISG15;OAS1;MX1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION	8/883	3.133870e-06	1.026342e-04	1.244091e+01	1.576667e+02	RSAD2;OAS2;STAT1;IRF7;XAF1;ISG15;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1/123	1.301627e-01	2.512164e-01	1.101101e+01	2.245112e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	4/150	2.219071e-05	6.285369e-04	3.206079e+01	3.435582e+02	EIF2AK2;OAS1;RSAD2;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE	18/1855	1.939939e-15	1.848233e-13	3.941856e+01	1.335348e+03	RSAD2;OAS2;IFITM1;STAT1;IRF7;PARP9;IFI6;IRF9;HERC5;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;MX2;IFI44L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	3/334	6.043452e-03	6.072502e-02	1.035476e+01	5.290018e+01	ISG15;OAS2;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	18/1235	1.399888e-18	2.934166e-16	6.158563e+01	2.531794e+03	RSAD2;OAS2;IFITM1;STAT1;IRF7;PARP9;IFI6;IRF9;HERC5;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;MX2;IFI44L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	18/338	8.899811e-29	4.663501e-26	2.454545e+02	1.585365e+04	RSAD2;OAS2;IFITM1;STAT1;IRF7;PARP9;IFI6;IRF9;HERC5;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;MX2;IFI44L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_DAMAGE_RESPONSE	2/881	2.623281e-01	3.685252e-01	2.575812e+00	3.446847e+00	PARP9;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	1/135	1.419572e-01	2.605449e-01	1.002239e+01	1.956601e+01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_METABOLIC_PROCESS	1/1037	7.001080e-01	7.286129e-01	1.239828e+00	4.420242e-01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_REPAIR	1/598	4.966280e-01	5.638854e-01	2.202024e+00	1.541227e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DOUBLE_STRAND_BREAK_REPAIR	1/307	2.951146e-01	3.990711e-01	4.358929e+00	5.319600e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOCYTOSIS	1/709	5.579049e-01	6.128766e-01	1.846105e+00	1.077325e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2/47	1.276660e-03	1.693594e-02	5.202493e+01	3.466685e+02	RSAD2;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	1/604	5.001378e-01	5.654201e-01	2.179438e+00	1.510071e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1/75	8.141856e-02	1.952555e-01	1.815030e+01	4.552372e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOTHELIAL_CELL_MIGRATION	1/286	2.779204e-01	3.837425e-01	4.684682e+00	5.998364e+00	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOTHELIAL_CELL_PROLIFERATION	1/209	2.113856e-01	3.247821e-01	6.440522e+00	1.000903e+01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENTRY_INTO_HOST	3/164	8.024527e-04	1.168014e-02	2.144344e+01	1.528454e+02	LY6E;IFITM1;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1/1022	6.946920e-01	7.244151e-01	1.259058e+00	4.586582e-01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EPITHELIAL_CELL_DIFFERENTIATION	1/747	5.771950e-01	6.236086e-01	1.748579e+00	9.609753e-01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1/47	5.179175e-02	1.573268e-01	2.912153e+01	8.621500e+01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EPITHELIAL_CELL_PROLIFERATION	1/491	4.299437e-01	5.114427e-01	2.697603e+00	2.277050e+00	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EPITHELIUM_DEVELOPMENT	1/1244	7.660938e-01	7.817588e-01	1.021825e+00	2.722660e-01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERBB_SIGNALING_PATHWAY	1/125	1.321391e-01	2.522437e-01	1.083301e+01	2.192492e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERYTHROCYTE_HOMEOSTASIS	2/141	1.093280e-02	8.172535e-02	1.688653e+01	7.625936e+01	ISG15;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	3/1696	2.992340e-01	4.010195e-01	1.882575e+00	2.271382e+00	RSAD2;IFIT1;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	1/160	1.660407e-01	2.829413e-01	8.440548e+00	1.515519e+01	MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXECUTION_PHASE_OF_APOPTOSIS	1/76	8.246014e-02	1.968525e-01	1.790898e+01	4.469079e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXPORT_FROM_CELL	1/910	6.511970e-01	6.886524e-01	1.422696e+00	6.102554e-01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1/229	2.292089e-01	3.425202e-01	5.870694e+00	8.648244e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	1/32	3.554727e-02	1.314505e-01	4.302215e+01	1.435603e+02	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_FOAM_CELL_DIFFERENTIATION	1/41	4.532555e-02	1.498460e-01	3.344617e+01	1.034786e+02	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLAND_DEVELOPMENT	1/444	3.980592e-01	4.817160e-01	2.990876e+00	2.755059e+00	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLUCOSE_METABOLIC_PROCESS	1/193	1.968444e-01	3.130393e-01	6.981637e+00	1.134755e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	1/250	2.475093e-01	3.548423e-01	5.370695e+00	7.499140e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROLIPID_METABOLIC_PROCESS	1/390	3.593246e-01	4.537014e-01	3.415201e+00	3.495558e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	1/210	2.122860e-01	3.247821e-01	6.409447e+00	9.933493e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1/298	2.877941e-01	3.927190e-01	4.492906e+00	5.595960e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	1/133	1.400021e-01	2.583138e-01	1.017473e+01	2.000451e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1/36	3.990491e-02	1.403367e-01	3.816672e+01	1.229448e+02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	1/36	3.990491e-02	1.403367e-01	3.816672e+01	1.229448e+02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOPOIESIS	5/950	3.592478e-03	4.137271e-02	6.152920e+00	3.463425e+01	RSAD2;STAT1;IRF7;ISG15;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOSTASIS	1/232	2.318490e-01	3.441612e-01	5.793711e+00	8.468488e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HETEROCYCLE_CATABOLIC_PROCESS	1/545	4.645868e-01	5.385917e-01	2.423153e+00	1.857606e+00	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	2/317	4.924650e-02	1.545219e-01	7.398438e+00	2.227608e+01	ISG15;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTATIC_PROCESS	3/1734	3.113686e-01	4.109752e-01	1.837321e+00	2.143745e+00	ISG15;STAT1;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_EFFECTOR_PROCESS	2/700	1.863723e-01	3.028188e-01	3.274875e+00	5.501820e+00	RSAD2;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	2/348	5.813973e-02	1.666954e-01	6.725619e+00	1.913375e+01	OAS1;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	5/504	2.079839e-04	4.191676e-03	1.192744e+01	1.011214e+02	RSAD2;IRF7;OAS1;PLSCR1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMPORT_INTO_CELL	1/936	6.617921e-01	6.981677e-01	1.381216e+00	5.701714e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	1/44	4.856389e-02	1.528377e-01	3.113472e+01	9.417865e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	1/24	2.677527e-02	1.183987e-01	5.769174e+01	2.088600e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_RESPONSE	2/890	2.661573e-01	3.715250e-01	2.548485e+00	3.373348e+00	EIF2AK2;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE	16/977	8.014063e-17	1.049842e-14	4.882743e+01	1.809679e+03	RSAD2;OAS2;IFITM1;STAT1;IRF7;PARP9;IFI6;HERC5;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	1/93	9.999550e-02	2.210871e-01	1.460478e+01	3.362940e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1/113	1.202158e-01	2.427480e-01	1.199597e+01	2.541306e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_ALPHA_PRODUCTION	2/30	5.197404e-04	8.510227e-03	8.313008e+01	6.286447e+02	STAT1;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_BETA_PRODUCTION	4/59	5.332454e-07	2.069782e-05	8.502776e+01	1.228165e+03	ISG15;OAS2;OAS1;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	7/107	1.972352e-11	1.291890e-09	9.318970e+01	2.297052e+03	OAS2;IFITM1;IRF7;PARP9;STAT1;ISG15;OAS1
