Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_METABOLIC_PROCESS	1/569	6.014186e-01	6.802726e-01	1.633159e+00	8.304027e-01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1/119	1.731490e-01	3.267586e-01	8.021789e+00	1.406703e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	1/19	2.982508e-02	1.428188e-01	5.164865e+01	1.814110e+02	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	1/93	1.379913e-01	2.918221e-01	1.029039e+01	2.038077e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_CATABOLIC_PROCESS	3/1613	4.796171e-01	5.832310e-01	1.360104e+00	9.993597e-01	PNPT1;OAS2;TRIM22
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	1/789	7.227795e-01	7.717694e-01	1.163768e+00	3.778186e-01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	1/1005	8.067218e-01	8.407542e-01	9.029449e-01	1.939312e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	1/28	4.365051e-02	1.676611e-01	3.472936e+01	1.087564e+02	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	1/127	1.836847e-01	3.316699e-01	7.511372e+00	1.272828e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPIRATION	1/243	3.226037e-01	4.560080e-01	3.894778e+00	4.406282e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	1/318	3.999303e-01	5.193838e-01	2.963134e+00	2.715609e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_DSRNA	1/23	3.599343e-02	1.528315e-01	4.245792e+01	1.411479e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	1/17	2.672660e-02	1.344991e-01	5.791505e+01	2.097739e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	1/345	4.256186e-01	5.385884e-01	2.727046e+00	2.329474e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1/280	3.618850e-01	4.892650e-01	3.372680e+00	3.428088e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	2/27	8.394516e-04	1.099378e-02	6.454470e+01	4.571547e+02	OAS1;PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	1/695	6.760866e-01	7.371175e-01	1.327940e+00	5.198008e-01	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	1/550	5.888033e-01	6.730065e-01	1.691329e+00	8.958346e-01	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	1/256	3.366647e-01	4.638207e-01	3.694107e+00	4.021655e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STARVATION	1/178	2.478590e-01	3.967934e-01	5.339044e+00	7.447407e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STRESS	4/1966	3.830510e-01	5.073411e-01	1.457885e+00	1.398968e+00	EIF2AK2;PNPT1;PARP9;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	1/109	1.597942e-01	3.140982e-01	8.765657e+00	1.607506e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	2/119	1.533375e-02	1.017829e-01	1.394122e+01	5.824222e+01	PARP14;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	1/89	1.324556e-01	2.851074e-01	1.075771e+01	2.174679e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_VIRUS	2/88	8.619343e-03	7.044531e-02	1.896787e+01	9.016842e+01	IFI6;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_SENESCENCE	1/110	1.611390e-01	3.150326e-01	8.685156e+00	1.585465e+01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION	2/1109	5.336564e-01	6.264411e-01	1.403336e+00	8.812995e-01	RSAD2;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_SIGNALING	1/1713	9.425118e-01	9.451202e-01	5.093072e-01	3.015447e-02	TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE	5/1841	1.639380e-01	3.182154e-01	1.990204e+00	3.598820e+00	PARP9;HERC5;PNPT1;PLSCR1;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	1/192	2.646034e-01	4.110953e-01	4.945127e+00	6.574661e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PHASE_TRANSITION	1/574	6.046756e-01	6.825362e-01	1.618492e+00	8.142034e-01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PROCESS	2/1323	6.320345e-01	7.005207e-01	1.162360e+00	5.333041e-01	PARP9;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_MOTILITY	1/1813	9.517484e-01	9.517484e-01	4.784941e-01	2.366370e-02	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PART_MORPHOGENESIS	1/680	6.679639e-01	7.297254e-01	1.358340e+00	5.481188e-01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1/72	1.085427e-01	2.593097e-01	1.332718e+01	2.959450e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMICAL_HOMEOSTASIS	1/1037	8.168442e-01	8.480512e-01	8.735499e-01	1.767252e-01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	1/11	1.737359e-02	1.060960e-01	9.103747e+01	3.689570e+02	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	2/20	4.575685e-04	6.666828e-03	8.899908e+01	6.843659e+02	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_PRODUCTION	3/105	6.131577e-04	8.436739e-03	2.317698e+01	1.714375e+02	EIF2AK2;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEGREGATION	1/441	5.086147e-01	6.048843e-01	2.122011e+00	1.434616e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEPARATION	1/81	1.212808e-01	2.732764e-01	1.183169e+01	2.496068e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	9/512	6.729730e-08	2.522489e-06	1.588553e+01	2.623360e+02	PARP14;OAS2;PARP9;IRF7;USP18;OAS3;ISG15;OAS1;MX1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION	8/883	5.375001e-05	1.007349e-03	7.672588e+00	7.543049e+01	RSAD2;OAS2;IRF7;XAF1;OAS3;ISG15;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1/123	1.784332e-01	3.292986e-01	7.758247e+00	1.337166e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	6/150	1.185366e-07	3.789685e-06	3.405014e+01	5.430331e+02	RSAD2;DDX60;IRF7;OAS3;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE	22/1855	2.633335e-16	3.578043e-14	2.275221e+01	8.161927e+02	DDX60L;OAS2;OAS3;IFIT1;MX1;EIF2AK2;MX2;DDX60;PARP14;PARP9;IRF7;TRIM22;HERC5;PLSCR1;IFI44L;RSAD2;IFIT2;USP18;ISG15;OAS1;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	4/334	1.854015e-03	2.167005e-02	9.464915e+00	5.953812e+01	ISG15;OAS2;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	22/1235	4.313713e-20	1.172251e-17	3.558682e+01	1.586813e+03	DDX60L;OAS2;OAS3;IFIT1;MX1;EIF2AK2;MX2;DDX60;PARP14;PARP9;IRF7;TRIM22;HERC5;PLSCR1;IFI44L;RSAD2;IFIT2;USP18;ISG15;OAS1;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	21/338	2.164472e-30	2.352781e-27	1.233699e+02	8.426824e+03	DDX60L;OAS2;OAS3;IFIT1;MX1;EIF2AK2;MX2;DDX60;PARP9;IRF7;TRIM22;HERC5;PLSCR1;IFI44L;RSAD2;IFIT2;USP18;ISG15;OAS1;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	1/1000	8.050921e-01	8.398609e-01	9.077080e-01	1.967898e-01	TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	1/238	3.171191e-01	4.523734e-01	3.977808e+00	4.568424e+00	TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_DAMAGE_RESPONSE	2/881	4.122311e-01	5.274310e-01	1.789104e+00	1.585452e+00	PARP9;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	1/135	1.940904e-01	3.402844e-01	7.061673e+00	1.157713e+01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_METABOLIC_PROCESS	1/1037	8.168442e-01	8.480512e-01	8.735499e-01	1.767252e-01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_REPAIR	1/598	6.199543e-01	6.932874e-01	1.551506e+00	7.417896e-01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DOUBLE_STRAND_BREAK_REPAIR	1/307	3.891490e-01	5.127333e-01	3.071243e+00	2.898618e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOCYTOSIS	1/709	6.834942e-01	7.414752e-01	1.300728e+00	4.949752e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2/47	2.534621e-03	2.840343e-02	3.613615e+01	2.160115e+02	RSAD2;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	1/604	6.236838e-01	6.953274e-01	1.535592e+00	7.249710e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1/75	1.128085e-01	2.637049e-01	1.278854e+01	2.790540e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	1/337	4.181203e-01	5.315752e-01	2.793048e+00	2.435499e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENTRY_INTO_HOST	3/164	2.215805e-03	2.518987e-02	1.466498e+01	8.963442e+01	LY6E;PLSCR1;TRIM22
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1/1022	8.121649e-01	8.453068e-01	8.870995e-01	1.845627e-01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERBB_SIGNALING_PATHWAY	1/125	1.810630e-01	3.309541e-01	7.632826e+00	1.304381e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERYTHROCYTE_HOMEOSTASIS	1/141	2.018104e-01	3.485123e-01	6.758007e+00	1.081570e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	3/1696	5.141638e-01	6.101485e-01	1.287425e+00	8.564125e-01	RSAD2;IFIT1;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	2/160	2.668494e-02	1.344991e-01	1.031305e+01	3.737095e+01	PNPT1;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXECUTION_PHASE_OF_APOPTOSIS	1/76	1.142260e-01	2.658751e-01	1.261850e+01	2.737680e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXPORT_FROM_CELL	1/910	7.733785e-01	8.138068e-01	1.002397e+00	2.576028e-01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	2/229	5.120012e-02	1.808680e-01	7.159434e+00	2.127793e+01	IFI6;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	1/32	4.973376e-02	1.796033e-01	3.031304e+01	9.097158e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	1/511	5.616869e-01	6.488349e-01	1.824296e+00	1.052274e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLAND_DEVELOPMENT	2/444	1.568340e-01	3.104834e-01	3.639663e+00	6.742720e+00	PNPT1;OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLUCOSE_METABOLIC_PROCESS	1/193	2.657855e-01	4.110953e-01	4.919182e+00	6.518239e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	1/250	3.302105e-01	4.601779e-01	3.784126e+00	4.192906e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROLIPID_METABOLIC_PROCESS	1/390	4.660854e-01	5.711779e-01	2.406301e+00	1.836937e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	1/210	2.856025e-01	4.265333e-01	4.516022e+00	5.659271e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1/298	3.801887e-01	5.058325e-01	3.165643e+00	3.061453e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GROWTH	1/926	7.793596e-01	8.185159e-01	9.842177e-01	2.453484e-01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	2/133	1.890915e-02	1.118809e-01	1.244796e+01	4.939487e+01	EIF2AK2;HERC6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1/36	5.577956e-02	1.877164e-01	2.689194e+01	7.761950e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	1/36	5.577956e-02	1.877164e-01	2.689194e+01	7.761950e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOPOIESIS	5/950	1.614835e-02	1.026506e-01	4.061273e+00	1.675656e+01	RSAD2;IRF7;HERC6;ISG15;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOSTASIS	1/232	3.104810e-01	4.476032e-01	4.082180e+00	4.774651e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	1/145	2.069172e-01	3.536462e-01	6.569573e+00	1.034995e+01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HETEROCYCLE_CATABOLIC_PROCESS	2/545	2.148594e-01	3.620963e-01	2.947547e+00	4.532653e+00	PNPT1;OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	1/317	3.989579e-01	5.193619e-01	2.972652e+00	2.731568e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTATIC_PROCESS	2/1734	7.764093e-01	8.162060e-01	8.665101e-01	2.192924e-01	ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_EFFECTOR_PROCESS	3/700	9.893837e-02	2.449795e-01	3.301176e+00	7.636472e+00	RSAD2;DDX60;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	2/348	1.055436e-01	2.536041e-01	4.671534e+00	1.050455e+01	OAS1;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	7/504	1.142861e-05	2.588103e-04	1.166003e+01	1.326841e+02	RSAD2;DDX60;IRF7;OAS3;OAS1;PLSCR1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMPORT_INTO_CELL	1/936	7.830200e-01	8.215663e-01	9.731712e-01	2.380348e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	1/44	6.775969e-02	2.057396e-01	2.193725e+01	5.905043e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	1/24	3.752958e-02	1.569025e-01	4.064911e+01	1.334358e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_RESPONSE	3/890	1.669727e-01	3.212377e-01	2.568154e+00	4.596804e+00	EIF2AK2;USP18;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE	20/977	4.219748e-19	9.173731e-17	3.442250e+01	1.456393e+03	OAS2;OAS3;IFIT1;MX1;EIF2AK2;MX2;DDX60;PARP14;PARP9;IRF7;TRIM22;HERC5;PLSCR1;RSAD2;IFIT2;USP18;ISG15;OAS1;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	1/93	1.379913e-01	2.918221e-01	1.029039e+01	2.038077e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1/113	1.651610e-01	3.183156e-01	8.452240e+00	1.522109e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_ALPHA_PRODUCTION	1/30	4.669683e-02	1.750326e-01	3.237149e+01	9.918881e+01	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_BETA_PRODUCTION	5/59	3.431008e-08	1.434425e-06	7.385061e+01	1.269332e+03	OAS2;IRF7;OAS3;ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	8/107	4.517306e-12	2.727951e-10	7.033198e+01	1.837290e+03	PARP14;OAS2;PARP9;IRF7;USP18;OAS3;ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_10_PRODUCTION	1/65	9.851186e-02	2.444804e-01	1.477888e+01	3.425121e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY	3/7	1.272259e-07	3.951272e-06	5.305945e+02	8.424410e+03	OAS1;OAS2;MX1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_4_MEDIATED_SIGNALING_PATHWAY	1/10	1.580632e-02	1.017829e-01	1.006255e+02	4.173289e+02	PARP14
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	6/357	1.817328e-05	3.727237e-04	1.384774e+01	1.511558e+02	RSAD2;DDX60;IRF7;OAS3;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRACELLULAR_TRANSPORT	1/1602	9.302550e-01	9.345537e-01	5.480159e-01	3.961968e-02	MX2
