Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOPOIESIS	3/950	8.944540e-02	2.244316e-01	3.506109e+00	8.464193e+00	EIF2AK2;ISG15;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOSTASIS	1/232	2.318490e-01	3.790563e-01	5.793711e+00	8.468488e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HETEROCYCLE_CATABOLIC_PROCESS	1/545	4.645868e-01	5.758357e-01	2.423153e+00	1.857606e+00	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	1/317	3.031643e-01	4.487194e-01	4.219001e+00	5.035296e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTATIC_PROCESS	2/1734	5.951707e-01	6.633894e-01	1.247563e+00	6.473690e-01	ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_EFFECTOR_PROCESS	2/700	1.863723e-01	3.356332e-01	3.274875e+00	5.501820e+00	DDX60;IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	2/348	5.813973e-02	1.849879e-01	6.725619e+00	1.913375e+01	OAS1;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	6/504	1.527926e-05	3.067032e-04	1.498116e+01	1.661262e+02	DDX60;IRF7;OAS3;OAS1;PLSCR1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMPORT_INTO_CELL	1/936	6.617921e-01	7.213972e-01	1.381216e+00	5.701714e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	1/44	4.856389e-02	1.658427e-01	3.113472e+01	9.417865e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	1/24	2.677527e-02	1.231064e-01	5.769174e+01	2.088600e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_RESPONSE	2/890	2.661573e-01	4.065161e-01	2.548485e+00	3.373348e+00	EIF2AK2;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE	17/977	1.463870e-18	3.011912e-16	6.126946e+01	2.516058e+03	IFIT2;DDX60;OAS2;IRF7;TRIM22;IFI6;OAS3;HERC5;SAMD9;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	1/93	9.999550e-02	2.434802e-01	1.460478e+01	3.362940e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1/113	1.202158e-01	2.688523e-01	1.199597e+01	2.541306e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_ALPHA_PRODUCTION	1/30	3.336137e-02	1.422612e-01	4.594363e+01	1.562247e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_BETA_PRODUCTION	5/59	5.429454e-09	2.234221e-07	1.118828e+02	2.129290e+03	OAS2;IRF7;OAS3;ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	5/107	1.113271e-07	3.664890e-06	5.934174e+01	9.501083e+02	OAS2;IRF7;OAS3;ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_10_PRODUCTION	1/65	7.094047e-02	1.992628e-01	2.097512e+01	5.549837e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY	3/7	4.364848e-08	1.561856e-06	7.758433e+02	1.314829e+04	OAS1;OAS2;MX1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	5/357	4.097785e-05	7.025993e-04	1.703250e+01	1.720705e+02	DDX60;IRF7;OAS3;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRACELLULAR_TRANSPORT	1/1602	8.488300e-01	8.571620e-01	7.778100e-01	1.274803e-01	MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1/319	3.047636e-01	4.487194e-01	4.192070e+00	4.981097e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IP_10_PRODUCTION	2/5	1.215424e-05	2.632353e-04	6.777875e+02	7.671085e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ISG15_PROTEIN_CONJUGATION	2/6	1.821888e-05	3.407759e-04	5.271409e+02	5.752716e+03	ISG15;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LACTATION	1/42	4.640616e-02	1.625203e-01	3.263855e+01	1.002109e+02	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	1/121	1.281819e-01	2.754126e-01	1.119492e+01	2.299778e+01	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LEUKOCYTE_DIFFERENTIATION	1/620	5.093833e-01	6.039722e-01	2.121347e+00	1.430964e+00	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	1/458	4.077305e-01	5.301140e-01	2.897217e+00	2.599235e+00	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LIPID_BIOSYNTHETIC_PROCESS	1/743	5.752029e-01	6.487178e-01	1.758374e+00	9.724380e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LIPID_LOCALIZATION	1/503	4.378222e-01	5.577499e-01	2.631517e+00	2.173481e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LIPID_METABOLIC_PROCESS	1/1407	8.080480e-01	8.243071e-01	8.953199e-01	1.908229e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	1/358	3.352599e-01	4.768076e-01	3.727143e+00	4.073205e+00	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	3/1419	2.131853e-01	3.617558e-01	2.285816e+00	3.532943e+00	ISG15;OAS2;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MACROPHAGE_APOPTOTIC_PROCESS	1/14	1.570315e-02	9.644545e-02	1.004780e+02	4.173751e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MAMMARY_GLAND_DEVELOPMENT	1/133	1.400021e-01	2.837974e-01	1.017473e+01	2.000451e+01	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MAPK_CASCADE	1/779	5.928136e-01	6.619886e-01	1.673836e+00	8.752075e-01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MAST_CELL_ACTIVATION	1/73	7.933201e-02	2.112953e-01	1.865293e+01	4.726864e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MDA_5_SIGNALING_PATHWAY	3/11	2.051698e-07	6.030526e-06	4.106561e+02	6.323869e+03	DDX60;IRF7;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MEMBRANE_DEPOLARIZATION	1/80	8.661521e-02	2.206945e-01	1.700439e+01	4.159749e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MEMBRANE_FUSION	1/183	1.876265e-01	3.364197e-01	7.368015e+00	1.232891e+01	SAMD9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MEMBRANE_ORGANIZATION	2/814	2.339155e-01	3.790563e-01	2.798274e+00	4.065319e+00	SAMD9;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MITOCHONDRIAL_DEPOLARIZATION	1/23	2.567343e-02	1.200525e-01	6.025891e+01	2.206861e+02	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MITOCHONDRION_ORGANIZATION	2/553	1.281432e-01	2.754126e-01	4.180284e+00	8.588841e+00	IFIT2;IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	2/56	1.807588e-03	1.836599e-02	4.341352e+01	2.741894e+02	LY6E;TRIM22
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	2/21	2.524588e-04	3.246463e-03	1.215541e+02	1.006986e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONOCYTE_DIFFERENTIATION	1/35	3.881727e-02	1.499841e-01	3.927503e+01	1.276002e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	1/482	4.239657e-01	5.434950e-01	2.749330e+00	2.359207e+00	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	1/261	2.569289e-01	3.959785e-01	5.140963e+00	6.986342e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MRNA_TRANSPORT	1/126	1.331257e-01	2.773206e-01	1.074613e+01	2.166916e+01	MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	1/73	7.933201e-02	2.112953e-01	1.865293e+01	4.726864e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	2/815	2.343379e-01	3.790563e-01	2.794684e+00	4.055063e+00	ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1/20	2.236076e-02	1.143038e-01	6.954025e+01	2.642841e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1/16	1.792715e-02	1.024586e-01	8.750413e+01	3.518925e+02	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	1/40	4.424376e-02	1.590071e-01	3.429467e+01	1.069322e+02	IRF7
