names,scores,logfoldchanges,pvals,pvals_adj,Cell type,Regulation
EML4,19.658657,1.1011609,4.874527359691102e-86,5.338414499815348e-85,CD4+ T Cells,upregulated
ALOX5AP,19.52261,1.8542551,7.054168020802824e-85,7.614541550914902e-84,CD4+ T Cells,upregulated
HIVEP3,19.373951,1.4538214,1.2804318110762672e-83,1.3590822117951368e-82,CD4+ T Cells,upregulated
UPP1,19.098978,1.1729684,2.5747352745678727e-81,2.651207797978139e-80,CD4+ T Cells,upregulated
PKIA,18.765623,1.9432639,1.4429322925574245e-78,1.4435433346655855e-77,CD4+ T Cells,upregulated
CNN2,17.823128,1.7868149,4.674801386829683e-71,4.340662017630683e-70,CD4+ T Cells,upregulated
ANXA5,17.635511,1.1985663,1.3150131934218633e-69,1.2027861271912252e-68,CD4+ T Cells,upregulated
PIK3IP1,17.339983,1.7593551,2.348060022353899e-67,2.0909999240531196e-66,CD4+ T Cells,upregulated
TBC1D10C,17.016832,1.1802841,6.161580245400986e-65,5.3180611961480224e-64,CD4+ T Cells,upregulated
TNRC6B,16.969437,1.1481768,1.3825007409435484e-64,1.189511693703614e-63,CD4+ T Cells,upregulated
PMEPA1,16.869,1.683238,7.607462769508443e-64,6.474761287666552e-63,CD4+ T Cells,upregulated
SAMD9,16.493818,1.7933952,4.064330229289629e-61,3.3673261022927147e-60,CD4+ T Cells,upregulated
IGFLR1,16.384066,1.3969392,2.4855692116176457e-60,2.0368611522557488e-59,CD4+ T Cells,upregulated
P2RY10,16.280157,2.4067562,1.3651920710081484e-59,1.1099400825104105e-58,CD4+ T Cells,upregulated
ITM2A,15.96414,1.1432943,2.2715135613589335e-57,1.7964619686366657e-56,CD4+ T Cells,upregulated
ZYX,14.984217,1.2822288,9.311690108327301e-51,6.698017369352266e-50,CD4+ T Cells,upregulated
ARHGAP26,14.821619,2.2937946,1.0619439617092916e-49,7.511277713766705e-49,CD4+ T Cells,upregulated
ITGB2,14.771246,1.0382087,2.2452264950596383e-49,1.5779562494178173e-48,CD4+ T Cells,upregulated
AC008105.3,14.706275,1.744592,5.875407199683794e-49,4.1013764821093674e-48,CD4+ T Cells,upregulated
CARD8,14.613251,1.5733718,2.3121607240709626e-48,1.595834803587709e-47,CD4+ T Cells,upregulated
C1orf162,14.485073,2.9549847,1.5056345611609642e-47,1.0259035326707402e-46,CD4+ T Cells,upregulated
TTC39C,14.263308,1.4756172,3.704706719432627e-46,2.4703522185184417e-45,CD4+ T Cells,upregulated
HIST1H1D,14.151995,2.0693922,1.8153361763853533e-45,1.20128908959122e-44,CD4+ T Cells,upregulated
SYTL3,14.148702,1.2191966,1.90237131047043e-45,1.2578774234805876e-44,CD4+ T Cells,upregulated
RNF125,13.975212,2.0359538,2.208557426704213e-44,1.4390431113241754e-43,CD4+ T Cells,upregulated
LY9,13.8330965,3.5761547,1.6094103590918982e-43,1.0384244677449365e-42,CD4+ T Cells,upregulated
ANXA1,13.501897,1.7019072,1.5240073957027277e-41,9.517564313722057e-41,CD4+ T Cells,upregulated
DNAJC1,13.4645605,1.1100982,2.528183606408028e-41,1.5735254911241838e-40,CD4+ T Cells,upregulated
MEI1,13.192739,1.8708557,9.66114093441429e-40,5.869444806480863e-39,CD4+ T Cells,upregulated
PHLDA1,13.125993,2.2703545,2.3369915264095337e-39,1.4114984978902286e-38,CD4+ T Cells,upregulated
CYSLTR1,13.08599,3.1110876,3.959656096396474e-39,2.383721618715271e-38,CD4+ T Cells,upregulated
BBC3,12.828578,1.9091542,1.1342751808324046e-37,6.675269987695898e-37,CD4+ T Cells,upregulated
CASP4,12.792064,1.0370635,1.8158746787542604e-37,1.0656181533910292e-36,CD4+ T Cells,upregulated
TRIB3,12.675302,1.6938447,8.104599624235218e-37,4.687854633997125e-36,CD4+ T Cells,upregulated
AC245297.3,12.406989,1.338322,2.3949180393122482e-35,1.343445034467661e-34,CD4+ T Cells,upregulated
ANTXR2,12.338257,3.240933,5.636270590599979e-35,3.1403978017773536e-34,CD4+ T Cells,upregulated
PLAUR,12.255811,1.9594748,1.5637834123494238e-34,8.675037333117217e-34,CD4+ T Cells,upregulated
YPEL5,12.111128,1.428825,9.22172206915563e-34,5.061387914292289e-33,CD4+ T Cells,upregulated
MAGED2,12.076851,1.1587178,1.3997818420888206e-33,7.654825503512839e-33,CD4+ T Cells,upregulated
PRNP,11.965267,1.1853527,5.402342862613342e-33,2.9281725309418825e-32,CD4+ T Cells,upregulated
GPR174,11.864951,2.949679,1.8000738255703832e-32,9.655472219739678e-32,CD4+ T Cells,upregulated
TSC22D3,11.495234,1.4097341,1.3940277130242862e-30,7.242549886987943e-30,CD4+ T Cells,upregulated
YIPF5,11.331776,1.030751,9.133441510250647e-30,4.6790496361528795e-29,CD4+ T Cells,upregulated
IL4R,11.324361,1.1856451,9.940157829503826e-30,5.089176161811293e-29,CD4+ T Cells,upregulated
MXD4,10.953678,1.6855117,6.380328068744664e-28,3.161866505029383e-27,CD4+ T Cells,upregulated
ITGA1,10.916161,3.8647099,9.648919916602677e-28,4.7631101092793575e-27,CD4+ T Cells,upregulated
YPEL3,10.903565,1.5508553,1.1082802727021908e-27,5.459526621887438e-27,CD4+ T Cells,upregulated
EMB,10.704564,1.0807474,9.688594478857344e-27,4.7123613793195265e-26,CD4+ T Cells,upregulated
CARD16,10.684343,2.031708,1.2049841443372275e-26,5.845357229364838e-26,CD4+ T Cells,upregulated
SMIM3,10.658476,1.8830184,1.591839034937218e-26,7.71293352498001e-26,CD4+ T Cells,upregulated
ADARB1,10.6257305,1.7890911,2.2623287742894674e-26,1.092644011110541e-25,CD4+ T Cells,upregulated
WHAMM,10.574953,1.9890965,3.8937218280822394e-26,1.8745408404947886e-25,CD4+ T Cells,upregulated
ADAM19,10.506869,1.3465428,8.031568249551529e-26,3.8486828207138117e-25,CD4+ T Cells,upregulated
TNIK,10.500948,1.4489822,8.551708923263938e-26,4.0967442196991815e-25,CD4+ T Cells,upregulated
CD58,10.463926,1.3998863,1.2650262895393872e-25,6.037442929325496e-25,CD4+ T Cells,upregulated
ARHGAP15,10.452296,1.385839,1.4301952582940993e-25,6.813926530224581e-25,CD4+ T Cells,upregulated
SDCCAG8,10.382964,1.4324147,2.9642616275039574e-25,1.4025749509022302e-24,CD4+ T Cells,upregulated
FCMR,10.326743,1.2798961,5.334092098668118e-25,2.511670872314199e-24,CD4+ T Cells,upregulated
MAML3,10.267548,3.6883416,9.86816858033696e-25,4.6334441741349324e-24,CD4+ T Cells,upregulated
PASK,10.216143,1.6146497,1.6788994055880755e-24,7.838497874141729e-24,CD4+ T Cells,upregulated
PBXIP1,9.876058,1.6954488,5.2871996353252854e-23,2.3967768741604783e-22,CD4+ T Cells,upregulated
EPHB6,9.869355,1.6437948,5.652693073630518e-23,2.5610571331130923e-22,CD4+ T Cells,upregulated
GPR65,9.818008,1.4948685,9.418591556957278e-23,4.244012222817507e-22,CD4+ T Cells,upregulated
RGL4,9.773006,2.307005,1.4702375161692486e-22,6.596125286188514e-22,CD4+ T Cells,upregulated
CALD1,9.506694,4.144391,1.9681854377439387e-21,8.619672294483982e-21,CD4+ T Cells,upregulated
LINC00623,9.469457,1.3163488,2.8130399891688843e-21,1.2258034861893502e-20,CD4+ T Cells,upregulated
HMCES,9.431676,1.2020637,4.0358661461638675e-21,1.752655421720375e-20,CD4+ T Cells,upregulated
AKNA,8.92687,1.2172356,4.382300102320144e-19,1.8072343339667882e-18,CD4+ T Cells,upregulated
PTPN22,8.890666,1.4674377,6.074392158058487e-19,2.498811520343612e-18,CD4+ T Cells,upregulated
METRNL,8.857739,1.1212069,8.165334130861373e-19,3.349792372167068e-18,CD4+ T Cells,upregulated
ST3GAL1,8.814479,1.2669194,1.202434779922557e-18,4.908581573828518e-18,CD4+ T Cells,upregulated
SGK1,8.809732,1.7246642,1.2544469466343854e-18,5.117116220151167e-18,CD4+ T Cells,upregulated
SOS2,8.794264,1.6660832,1.4398842878804876e-18,5.8605381414421915e-18,CD4+ T Cells,upregulated
PARVG,8.766335,1.1248189,1.8457687817898446e-18,7.495942618973149e-18,CD4+ T Cells,upregulated
SLC12A6,8.540994,1.7917386,1.3307271763034096e-17,5.269692364590394e-17,CD4+ T Cells,upregulated
NELL2,8.227477,1.5458106,1.9119841800234608e-16,7.358269114509652e-16,CD4+ T Cells,upregulated
GBP3,8.21092,3.3256903,2.1949979362546983e-16,8.423922226002308e-16,CD4+ T Cells,upregulated
AC025164.1,8.201694,1.9825727,2.3702312651563514e-16,9.090100749510803e-16,CD4+ T Cells,upregulated
LAYN,8.152098,1.9606667,3.576658241315985e-16,1.3647253654047632e-15,CD4+ T Cells,upregulated
BNIP3L,8.139304,1.0926932,3.975571329599079e-16,1.5151883631615573e-15,CD4+ T Cells,upregulated
PDE3B,8.0875225,1.6358968,6.0890533809518e-16,2.3095109119449525e-15,CD4+ T Cells,upregulated
GLIPR1,8.044904,1.849773,8.631346533771208e-16,3.2588259732642572e-15,CD4+ T Cells,upregulated
SPTBN1,8.013185,1.2453642,1.117755021036593e-15,4.205759905092637e-15,CD4+ T Cells,upregulated
RASA2,7.9690547,1.0368154,1.5989275824761618e-15,5.986295094274006e-15,CD4+ T Cells,upregulated
NR4A1,7.906667,1.7822701,2.6437058459948543e-15,9.822278942982905e-15,CD4+ T Cells,upregulated
DGKH,7.8259125,1.9282264,5.03988136140676e-15,1.8512776115855972e-14,CD4+ T Cells,upregulated
ITGA2,7.646936,2.628527,2.0582506138137978e-14,7.444726684304193e-14,CD4+ T Cells,upregulated
FBXO32,7.6466002,2.207399,2.063624632488652e-14,7.460900863022484e-14,CD4+ T Cells,upregulated
CCPG1,7.6128078,1.220337,2.6820456652121188e-14,9.665066281458446e-14,CD4+ T Cells,upregulated
PRKACB,7.5720205,1.6918775,3.6746371767794745e-14,1.3175948610668294e-13,CD4+ T Cells,upregulated
KIAA1109,7.5227213,1.4127827,5.3647633350599353e-14,1.9115942958820545e-13,CD4+ T Cells,upregulated
NT5E,7.40582,2.362297,1.3034263151838086e-13,4.59589786230163e-13,CD4+ T Cells,upregulated
JUN,7.395316,1.0307797,1.4107232592319493e-13,4.966815102814295e-13,CD4+ T Cells,upregulated
AQP3,7.3894005,1.5125526,1.474922561562567e-13,5.190635113973222e-13,CD4+ T Cells,upregulated
SERPINB9,7.388018,1.0618031,1.4903367581648214e-13,5.243765738249288e-13,CD4+ T Cells,upregulated
NCF1,7.3793926,1.5751742,1.5901333693591665e-13,5.592521380070722e-13,CD4+ T Cells,upregulated
SENP7,7.3268266,1.5738271,2.3566630221271054e-13,8.256808558668632e-13,CD4+ T Cells,upregulated
AC004585.1,7.2972054,3.0466928,2.93806313191767e-13,1.0256860885058583e-12,CD4+ T Cells,upregulated
PRKD3,7.1990275,1.8836951,6.064353556699628e-13,2.091911029769331e-12,CD4+ T Cells,upregulated
FMNL3,7.1335573,1.7442526,9.780770615631195e-13,3.3522197651957116e-12,CD4+ T Cells,upregulated
SUN2,7.0425754,1.4676751,1.8871876458469568e-12,6.4175245937427774e-12,CD4+ T Cells,upregulated
ST8SIA4,6.9894757,1.8312509,2.7591554269104353e-12,9.332819246229878e-12,CD4+ T Cells,upregulated
LINC01138,6.965548,1.7565465,3.2712763705125214e-12,1.1037971299564491e-11,CD4+ T Cells,upregulated
CDC14A,6.7595897,1.5329006,1.3838286693943659e-11,4.585128171864281e-11,CD4+ T Cells,upregulated
SYNE1,6.664685,1.396639,2.6523386645634568e-11,8.707906391877285e-11,CD4+ T Cells,upregulated
ERO1B,6.61288,1.6806134,3.76913268952826e-11,1.2306050796984962e-10,CD4+ T Cells,upregulated
GFI1,6.52322,1.4572455,6.881387477649999e-11,2.2269570394891983e-10,CD4+ T Cells,upregulated
ERBIN,6.469639,1.0415354,9.82374037838605e-11,3.1680030155493393e-10,CD4+ T Cells,upregulated
AC007384.1,6.453427,2.384608,1.0934896434701258e-10,3.518100823748146e-10,CD4+ T Cells,upregulated
GPR18,6.3650203,2.7704444,1.9526368541417888e-10,6.240965530912788e-10,CD4+ T Cells,upregulated
CAPG,6.342715,1.2250065,2.257511881653895e-10,7.202869764018997e-10,CD4+ T Cells,upregulated
SESN3,6.169219,1.5595301,6.862811377907034e-10,2.1514751043876515e-09,CD4+ T Cells,upregulated
STARD10,6.1155853,1.1988012,9.620306733109258e-10,2.9983228881535582e-09,CD4+ T Cells,upregulated
TRANK1,6.1025033,1.9305913,1.0442006848390414e-09,3.2495195192290607e-09,CD4+ T Cells,upregulated
LINC01619,6.038086,3.2897582,1.559531719493966e-09,4.818754866455851e-09,CD4+ T Cells,upregulated
HIST1H1C,5.9399867,1.5540873,2.8504522240556605e-09,8.722784683421255e-09,CD4+ T Cells,upregulated
PPP3CA,5.8746533,2.1987553,4.237289041292139e-09,1.29022369500733e-08,CD4+ T Cells,upregulated
BMERB1,5.7982273,2.2796211,6.701966045474731e-09,2.0239301039812934e-08,CD4+ T Cells,upregulated
SESN2,5.694577,1.2334195,1.2367809054144191e-08,3.691147055195497e-08,CD4+ T Cells,upregulated
ITGB2-AS1,5.6845136,2.5238311,1.3118540035320692e-08,3.910966226142028e-08,CD4+ T Cells,upregulated
ACVR2A,5.652451,2.5499537,1.581760122481261e-08,4.698682799617858e-08,CD4+ T Cells,upregulated
TNFRSF12A,5.615123,1.9473741,1.9642247437869137e-08,5.8160044025074644e-08,CD4+ T Cells,upregulated
PXN,5.5877156,1.4297273,2.3007605955571322e-08,6.799084697771318e-08,CD4+ T Cells,upregulated
DLGAP1-AS1,5.558765,1.8436612,2.716900510856617e-08,7.988866242538385e-08,CD4+ T Cells,upregulated
HIST1H1E,5.465027,1.353149,4.628368095729227e-08,1.3498998800542191e-07,CD4+ T Cells,upregulated
LRMP,5.4401193,1.7041472,5.3244931514313945e-08,1.548832774762022e-07,CD4+ T Cells,upregulated
DGUOK-AS1,5.399116,4.633927,6.69700624748983e-08,1.9375156108246906e-07,CD4+ T Cells,upregulated
HIPK2,5.395015,1.122843,6.851790176411548e-08,1.9798716433219952e-07,CD4+ T Cells,upregulated
SNRK,5.3574185,1.2298903,8.441939402917986e-08,2.431707923812136e-07,CD4+ T Cells,upregulated
CDKN1A,5.2882204,1.4388847,1.2351211983469788e-07,3.5308861199731225e-07,CD4+ T Cells,upregulated
MICAL1,5.28068,2.0366805,1.2870522078361905e-07,3.677895690510987e-07,CD4+ T Cells,upregulated
JAZF1,5.23113,1.5015152,1.68476667664705e-07,4.792875715071782e-07,CD4+ T Cells,upregulated
CSGALNACT2,5.213261,1.0027337,1.8554928717235498e-07,5.268592997886735e-07,CD4+ T Cells,upregulated
ATP8A1,5.202101,1.5189133,1.970479726628343e-07,5.59125312959041e-07,CD4+ T Cells,upregulated
PYCARD,5.1693587,1.5792238,2.3489874928372912e-07,6.644749601274424e-07,CD4+ T Cells,upregulated
C21orf91,5.1366396,1.1424856,2.796947689069051e-07,7.888985832190841e-07,CD4+ T Cells,upregulated
QPCT,5.0341854,3.185349,4.798849635409288e-07,1.3409695238385163e-06,CD4+ T Cells,upregulated
DDX60L,5.0098815,1.4431397,5.446352470124297e-07,1.517289939326912e-06,CD4+ T Cells,upregulated
GNA15,4.951231,1.0842365,7.374549240610651e-07,2.0403700985775195e-06,CD4+ T Cells,upregulated
YPEL2,4.94825,1.3988141,7.488371579993956e-07,2.0711691055086143e-06,CD4+ T Cells,upregulated
ADAM8,4.917806,1.4599601,8.751958486879876e-07,2.4129899549438562e-06,CD4+ T Cells,upregulated
DPYSL4,4.896524,2.9360936,9.75466823196779e-07,2.6822904647830284e-06,CD4+ T Cells,upregulated
GZMA,4.803982,2.1177447,1.5554099298158986e-06,4.244523763921702e-06,CD4+ T Cells,upregulated
RASSF2,4.80341,1.1936511,1.5598597397708051e-06,4.255262374891093e-06,CD4+ T Cells,upregulated
DDAH2,4.7815857,2.0905073,1.7391788952850094e-06,4.733509116413463e-06,CD4+ T Cells,upregulated
IER5L,4.724764,2.541582,2.3038280851208847e-06,6.2303197127790795e-06,CD4+ T Cells,upregulated
TPMT,4.694644,1.3818675,2.670717023823638e-06,7.200138151772335e-06,CD4+ T Cells,upregulated
TOX2,4.6487403,3.554492,3.339686306926765e-06,8.956923849764502e-06,CD4+ T Cells,upregulated
HSD17B11,4.5982685,1.4192327,4.260165189934901e-06,1.1357464411728754e-05,CD4+ T Cells,upregulated
ZNF652,4.5483775,1.4436376,5.406108812675919e-06,1.4324759082714577e-05,CD4+ T Cells,upregulated
EGR1,4.5134563,2.124631,6.3779651194923565e-06,1.6835181034484455e-05,CD4+ T Cells,upregulated
ABCB1,4.4768515,2.0997615,7.575185383403573e-06,1.993171689504294e-05,CD4+ T Cells,upregulated
NCOA2,4.4586353,1.1445395,8.24830702483126e-06,2.164771516737574e-05,CD4+ T Cells,upregulated
OSBPL3,4.3349986,1.5419647,1.4576099082452555e-05,3.76691593259131e-05,CD4+ T Cells,upregulated
PARP8,4.2732444,1.4464434,1.926490218879233e-05,4.936985704262494e-05,CD4+ T Cells,upregulated
ARHGEF3,4.268895,1.0712812,1.964433989611117e-05,5.031884276053135e-05,CD4+ T Cells,upregulated
SMAD3,4.2264743,1.300174,2.3738113595572458e-05,6.050511475492937e-05,CD4+ T Cells,upregulated
PDE4DIP,4.1789985,1.08545,2.9279540837126927e-05,7.430874260644076e-05,CD4+ T Cells,upregulated
FOS,4.177502,1.0039495,2.9472771098487706e-05,7.478766543742385e-05,CD4+ T Cells,upregulated
USP11,4.1700816,1.005704,3.0449056174468556e-05,7.718904382819148e-05,CD4+ T Cells,upregulated
HDAC5,4.064836,1.3944484,4.8066231802078424e-05,0.00012059949557138081,CD4+ T Cells,upregulated
ST3GAL5,4.0621147,1.5476999,4.8630194297472304e-05,0.00012194048871831682,CD4+ T Cells,upregulated
ABTB1,4.0245156,1.525172,5.7092749710200315e-05,0.00014257668407695296,CD4+ T Cells,upregulated
SYTL2,4.0207906,2.4585283,5.800316676675892e-05,0.0001448065170322905,CD4+ T Cells,upregulated
LRRN3,3.9981873,1.2211214,6.38294411285481e-05,0.00015894405480240928,CD4+ T Cells,upregulated
HAVCR2,3.9872868,1.482952,6.683323584743554e-05,0.000166223675922551,CD4+ T Cells,upregulated
SMAGP,3.832471,1.9056661,0.00012686257132754766,0.0003103441334384106,CD4+ T Cells,upregulated
AC044849.1,3.76014,1.394292,0.0001698182918817406,0.000412376665616497,CD4+ T Cells,upregulated
KLHL24,3.666396,1.4353935,0.0002459930011868956,0.0005910193608350563,CD4+ T Cells,upregulated
NLRP3,3.6439853,3.3174374,0.00026844890395657394,0.0006440359095792635,CD4+ T Cells,upregulated
TMEM156,3.6415467,1.1929886,0.0002710050441449295,0.0006497912737457879,CD4+ T Cells,upregulated
YES1,3.6406162,1.4593341,0.0002719864130702217,0.0006520497699249428,CD4+ T Cells,upregulated
KLF12,3.5557773,1.3298832,0.00037686311083702105,0.0008968463467998011,CD4+ T Cells,upregulated
MYO1B,3.5221655,2.1014142,0.00042803658985841663,0.0010136676337517737,CD4+ T Cells,upregulated
TMEM154,3.503372,1.5271086,0.00045940754756125366,0.0010851624930753396,CD4+ T Cells,upregulated
SAMD3,3.4888194,2.4779906,0.00048515886550051795,0.001142562255594142,CD4+ T Cells,upregulated
PDE7A,3.4380035,1.0074862,0.0005860198302336568,0.0013693669538750858,CD4+ T Cells,upregulated
WIPI1,3.434232,1.7038163,0.0005942352450476952,0.0013875837683357435,CD4+ T Cells,upregulated
NEDD9,3.340421,1.1876574,0.0008365152097143801,0.001933396509160965,CD4+ T Cells,upregulated
AC114760.2,3.3316233,1.3291538,0.000863410090167194,0.0019924940916961884,CD4+ T Cells,upregulated
HBEGF,3.2460408,1.916961,0.0011702204701164165,0.0026784686386595404,CD4+ T Cells,upregulated
MAST4,3.219628,1.0259467,0.0012835699837197344,0.002926971431435914,CD4+ T Cells,upregulated
TP53INP1,3.2159207,2.9125752,0.0013002676168970186,0.00296382158244328,CD4+ T Cells,upregulated
NLRC3,3.196672,1.5205413,0.0013902295912912492,0.003165389887261929,CD4+ T Cells,upregulated
HGSNAT,3.161243,1.127109,0.0015709741151888768,0.0035563585137410618,CD4+ T Cells,upregulated
GOLGA7B,3.1206481,2.7703626,0.0018045352811138678,0.0040650592485737685,CD4+ T Cells,upregulated
TMEM71,3.10095,2.100134,0.0019290078331639167,0.0043318851897109845,CD4+ T Cells,upregulated
SMAD7,3.062047,1.1937687,0.0021982886021696835,0.004918562929790293,CD4+ T Cells,upregulated
AC093673.1,3.0578322,1.3955338,0.00222944419983678,0.004986922593358695,CD4+ T Cells,upregulated
KLF2,2.9955676,1.3346539,0.002739346851163662,0.006088787483560951,CD4+ T Cells,upregulated
PIK3CG,2.9947798,1.8332516,0.0027464293573094996,0.006103709485529794,CD4+ T Cells,upregulated
ZNF318,2.956717,1.5445275,0.003109333919478764,0.006884329231010888,CD4+ T Cells,upregulated
SCML1,2.9134297,1.64651,0.003574821951799347,0.007878042459608983,CD4+ T Cells,upregulated
PDE4A,2.881402,1.7555923,0.0039591035841263595,0.008701713978029985,CD4+ T Cells,upregulated
SSBP2,2.8740222,1.6709374,0.004052805263243864,0.008899381309024535,CD4+ T Cells,upregulated
IZUMO4,2.8510396,1.3444892,0.00435765265264951,0.009547231308540665,CD4+ T Cells,upregulated
KLRB1,2.8427207,1.4882457,0.004473025758084073,0.009793516081217571,CD4+ T Cells,upregulated
TRAIP,-2.8475714,-5.3130407,0.0044054198252927,0.009649328165677535,CD4+ T Cells,downregulated
GNA11,-2.851413,-1.298677,0.004352538443855165,0.009538553968464467,CD4+ T Cells,downregulated
RYR1,-2.867255,-2.3525326,0.004140493861587311,0.009085900608952941,CD4+ T Cells,downregulated
CDC7,-2.8687367,-1.52399,0.004121147186944939,0.009045846964495416,CD4+ T Cells,downregulated
TNFRSF8,-2.878351,-3.7894838,0.003997602332757033,0.00878282845447098,CD4+ T Cells,downregulated
PPM1N,-2.8786018,-1.3403324,0.003994424266926899,0.008777012237864753,CD4+ T Cells,downregulated
MESP1,-2.881781,-2.132814,0.003954342440662143,0.008692404750927802,CD4+ T Cells,downregulated
MMACHC,-2.8819826,-1.5068519,0.003951817484987916,0.008688009272699438,CD4+ T Cells,downregulated
DGAT2,-2.883047,-3.0191014,0.003938485175991716,0.008659849668312061,CD4+ T Cells,downregulated
