names,scores,logfoldchanges,pvals,pvals_adj,Cell type,Regulation
CHCHD2,61.374874,1.6486697,0.0,1e-300,CD4+ T Cells,upregulated
PSME2,59.82723,2.266803,0.0,1e-300,CD4+ T Cells,upregulated
UBB,59.16082,1.7413771,0.0,1e-300,CD4+ T Cells,upregulated
PRDX1,58.9295,2.3348806,0.0,1e-300,CD4+ T Cells,upregulated
HNRNPA3,58.855328,1.8923279,0.0,1e-300,CD4+ T Cells,upregulated
GSTO1,58.04499,2.7648954,0.0,1e-300,CD4+ T Cells,upregulated
SEC61G,57.989067,2.4542162,0.0,1e-300,CD4+ T Cells,upregulated
BCL2A1,56.62134,3.960148,0.0,1e-300,CD4+ T Cells,upregulated
CIAO2B,56.53568,2.4517987,0.0,1e-300,CD4+ T Cells,upregulated
LCP1,56.074562,2.1715956,0.0,1e-300,CD4+ T Cells,upregulated
MANF,55.80004,3.1012714,0.0,1e-300,CD4+ T Cells,upregulated
HNRNPA2B1,55.59507,1.406366,0.0,1e-300,CD4+ T Cells,upregulated
ARPC2,54.932587,1.4009129,0.0,1e-300,CD4+ T Cells,upregulated
SLC3A2,54.562595,2.4115167,0.0,1e-300,CD4+ T Cells,upregulated
SEC11C,54.31208,2.5043237,0.0,1e-300,CD4+ T Cells,upregulated
GUK1,54.21501,1.9566038,0.0,1e-300,CD4+ T Cells,upregulated
CFL1,53.883743,1.2470701,0.0,1e-300,CD4+ T Cells,upregulated
TPM3,53.66353,1.7418804,0.0,1e-300,CD4+ T Cells,upregulated
MIF,53.079876,1.1729138,0.0,1e-300,CD4+ T Cells,upregulated
NDUFA4,53.053394,1.5639671,0.0,1e-300,CD4+ T Cells,upregulated
TUBB,52.93958,2.3925595,0.0,1e-300,CD4+ T Cells,upregulated
MT-ND5,52.875294,1.0822598,0.0,1e-300,CD4+ T Cells,upregulated
EIF4A1,52.67848,1.6219355,0.0,1e-300,CD4+ T Cells,upregulated
POMP,52.53835,2.028606,0.0,1e-300,CD4+ T Cells,upregulated
SH3BGRL3,52.522495,1.2553335,0.0,1e-300,CD4+ T Cells,upregulated
HNRNPA1,51.916237,1.1988666,0.0,1e-300,CD4+ T Cells,upregulated
CORO1A,50.79836,1.5045483,0.0,1e-300,CD4+ T Cells,upregulated
SNRPB,50.15647,1.9472761,0.0,1e-300,CD4+ T Cells,upregulated
RAC2,50.144222,1.9417977,0.0,1e-300,CD4+ T Cells,upregulated
CYP51A1,50.030552,4.057136,0.0,1e-300,CD4+ T Cells,upregulated
MYDGF,49.977043,2.7162359,0.0,1e-300,CD4+ T Cells,upregulated
SELENOS,49.635193,2.650446,0.0,1e-300,CD4+ T Cells,upregulated
TUBB4B,49.60785,2.7832756,0.0,1e-300,CD4+ T Cells,upregulated
SPCS2,49.516243,1.8353052,0.0,1e-300,CD4+ T Cells,upregulated
SSR4,48.54349,1.5241345,0.0,1e-300,CD4+ T Cells,upregulated
GNG5,48.350864,1.8466587,0.0,1e-300,CD4+ T Cells,upregulated
NOP10,47.582233,2.0588515,0.0,1e-300,CD4+ T Cells,upregulated
BZW1,47.21977,2.0394614,0.0,1e-300,CD4+ T Cells,upregulated
SNRPG,47.035255,1.858562,0.0,1e-300,CD4+ T Cells,upregulated
PPIA,46.8311,1.1020985,0.0,1e-300,CD4+ T Cells,upregulated
COX6A1,46.819664,1.6113214,0.0,1e-300,CD4+ T Cells,upregulated
HSPE1,46.535778,1.7664145,0.0,1e-300,CD4+ T Cells,upregulated
DBI,46.406235,1.8709748,0.0,1e-300,CD4+ T Cells,upregulated
TPI1,46.195717,1.6912882,0.0,1e-300,CD4+ T Cells,upregulated
EZR,46.132595,2.263866,0.0,1e-300,CD4+ T Cells,upregulated
FDPS,46.001858,2.3656478,0.0,1e-300,CD4+ T Cells,upregulated
SELENOK,45.6131,2.0016115,0.0,1e-300,CD4+ T Cells,upregulated
CAP1,45.460484,1.9252812,0.0,1e-300,CD4+ T Cells,upregulated
RBM8A,45.39109,1.8123461,0.0,1e-300,CD4+ T Cells,upregulated
DNAJB11,45.126205,3.2013922,0.0,1e-300,CD4+ T Cells,upregulated
HERPUD1,44.84803,2.6726024,0.0,1e-300,CD4+ T Cells,upregulated
P4HB,44.468792,2.2548833,0.0,1e-300,CD4+ T Cells,upregulated
UBC,43.811817,1.0805076,0.0,1e-300,CD4+ T Cells,upregulated
TUBA1C,43.17969,3.0863898,0.0,1e-300,CD4+ T Cells,upregulated
HSPA8,43.169174,1.4425911,0.0,1e-300,CD4+ T Cells,upregulated
YBX1,43.153236,1.0179893,0.0,1e-300,CD4+ T Cells,upregulated
NDUFA13,43.02826,1.3288218,0.0,1e-300,CD4+ T Cells,upregulated
SUB1,42.71969,1.2521034,0.0,1e-300,CD4+ T Cells,upregulated
VIM,42.54001,1.3548089,0.0,1e-300,CD4+ T Cells,upregulated
TMED9,42.453857,2.0670004,0.0,1e-300,CD4+ T Cells,upregulated
TUBA4A,42.354748,2.2634377,0.0,1e-300,CD4+ T Cells,upregulated
CREM,42.105106,1.8321147,0.0,1e-300,CD4+ T Cells,upregulated
EIF5A,42.079426,1.667077,0.0,1e-300,CD4+ T Cells,upregulated
EIF2S2,41.98889,1.619791,0.0,1e-300,CD4+ T Cells,upregulated
HSPD1,41.92227,1.7192903,0.0,1e-300,CD4+ T Cells,upregulated
TXN,41.910294,1.69005,0.0,1e-300,CD4+ T Cells,upregulated
TMED10,41.78022,2.0959446,0.0,1e-300,CD4+ T Cells,upregulated
OSTC,41.683033,1.8976306,0.0,1e-300,CD4+ T Cells,upregulated
PGK1,41.68112,1.4860942,0.0,1e-300,CD4+ T Cells,upregulated
ETHE1,41.48805,2.4315586,0.0,1e-300,CD4+ T Cells,upregulated
DNAJA1,41.400528,1.8250515,0.0,1e-300,CD4+ T Cells,upregulated
ARPC3,41.240963,1.204057,0.0,1e-300,CD4+ T Cells,upregulated
SH2D2A,41.121002,2.7910585,0.0,1e-300,CD4+ T Cells,upregulated
PSMD8,41.104782,1.6826935,0.0,1e-300,CD4+ T Cells,upregulated
ILF2,40.9535,2.0807393,0.0,1e-300,CD4+ T Cells,upregulated
NME1,40.885757,2.5439494,0.0,1e-300,CD4+ T Cells,upregulated
CD69,40.839077,2.0040543,0.0,1e-300,CD4+ T Cells,upregulated
SFPQ,40.73136,1.7547146,0.0,1e-300,CD4+ T Cells,upregulated
SQLE,40.668888,3.4212987,0.0,1e-300,CD4+ T Cells,upregulated
RGCC,40.622803,1.952343,0.0,1e-300,CD4+ T Cells,upregulated
CD3D,40.290703,1.0679597,0.0,1e-300,CD4+ T Cells,upregulated
RBM3,40.2815,1.6067233,0.0,1e-300,CD4+ T Cells,upregulated
ATP5MC3,40.213326,1.549502,0.0,1e-300,CD4+ T Cells,upregulated
CANX,40.052628,1.9145831,0.0,1e-300,CD4+ T Cells,upregulated
NFKB1,39.949036,2.3493705,0.0,1e-300,CD4+ T Cells,upregulated
PSMB3,39.549187,1.610225,0.0,1e-300,CD4+ T Cells,upregulated
DDX39A,39.319614,2.5399692,0.0,1e-300,CD4+ T Cells,upregulated
SRGN,39.19061,1.4201438,0.0,1e-300,CD4+ T Cells,upregulated
STAT1,39.16997,2.048008,0.0,1e-300,CD4+ T Cells,upregulated
ARPC1B,38.96398,1.3926874,0.0,1e-300,CD4+ T Cells,upregulated
NDUFS6,38.83632,1.6497833,0.0,1e-300,CD4+ T Cells,upregulated
UBL5,38.762684,1.3538053,0.0,1e-300,CD4+ T Cells,upregulated
TRMT112,38.75444,1.5160083,0.0,1e-300,CD4+ T Cells,upregulated
FDFT1,38.74173,2.4129019,0.0,1e-300,CD4+ T Cells,upregulated
HIF1A,38.674408,1.7797112,0.0,1e-300,CD4+ T Cells,upregulated
JUND,38.669735,1.1842402,0.0,1e-300,CD4+ T Cells,upregulated
PSMA5,38.657368,1.8021481,0.0,1e-300,CD4+ T Cells,upregulated
PSMA4,38.42699,1.7423955,0.0,1e-300,CD4+ T Cells,upregulated
TMBIM6,38.29636,1.2728497,0.0,1e-300,CD4+ T Cells,upregulated
COX7B,38.28905,1.490084,0.0,1e-300,CD4+ T Cells,upregulated
ACTR3,37.93634,1.5024918,0.0,1e-300,CD4+ T Cells,upregulated
HIVEP3,37.92797,4.616526,0.0,1e-300,CD4+ T Cells,upregulated
PSMD13,37.92241,1.8519372,0.0,1e-300,CD4+ T Cells,upregulated
CD63,37.863293,1.9492373,0.0,1e-300,CD4+ T Cells,upregulated
TYMP,37.818542,2.3011827,0.0,1e-300,CD4+ T Cells,upregulated
HNRNPM,37.797768,1.4042974,0.0,1e-300,CD4+ T Cells,upregulated
TMEM258,37.675938,1.5211096,1.2309545818156e-310,1e-300,CD4+ T Cells,upregulated
COX7A2,37.638283,1.2093723,5.08695691410433e-310,1e-300,CD4+ T Cells,upregulated
SNX9,37.591736,2.2066627,2.93351773941407e-309,1e-300,CD4+ T Cells,upregulated
EIF6,37.543552,1.9284222,1.7950658465225286e-308,1e-300,CD4+ T Cells,upregulated
CD6,37.542114,1.6487625,1.8948291869819723e-308,1e-300,CD4+ T Cells,upregulated
ARPC5L,37.522106,1.7711754,4.0169288431650586e-308,1e-300,CD4+ T Cells,upregulated
TNFRSF4,37.490757,3.123682,1.3029548257640232e-307,1e-300,CD4+ T Cells,upregulated
RAB8B,37.416466,2.9749475,2.109646413003003e-306,1e-300,CD4+ T Cells,upregulated
RGS16,37.20036,4.5758953,6.733435917455846e-303,1e-300,CD4+ T Cells,upregulated
NCL,37.008877,1.0753096,8.243484856743693e-300,6.31122727203567e-298,CD4+ T Cells,upregulated
LGALS1,36.951138,2.3519518,6.983516925157672e-299,5.321954810660481e-297,CD4+ T Cells,upregulated
PRELID1,36.894375,1.5009674,5.688201675951186e-298,4.314944546569026e-296,CD4+ T Cells,upregulated
ID3,36.77193,3.6656487,5.188782688152413e-296,3.918123256345956e-294,CD4+ T Cells,upregulated
HCST,36.768185,1.7289932,5.955130647937856e-296,4.4763634329521966e-294,CD4+ T Cells,upregulated
SRSF3,36.758698,1.2952822,8.44264454330994e-296,6.317466643109342e-294,CD4+ T Cells,upregulated
RAN,36.709846,1.1885576,5.086287801738949e-295,3.788826188169234e-293,CD4+ T Cells,upregulated
PSMD7,36.659042,1.6093525,3.284283864284869e-294,2.435524765187394e-292,CD4+ T Cells,upregulated
SLC25A5,36.65372,1.4856999,3.992453024523001e-294,2.9474640922561105e-292,CD4+ T Cells,upregulated
DNAJC3,36.56224,2.6019807,1.1395577361163946e-292,8.33843640803399e-291,CD4+ T Cells,upregulated
FERMT3,36.52083,2.5917454,5.181018603974992e-292,3.7743834649310324e-290,CD4+ T Cells,upregulated
DAD1,36.49241,1.4914945,1.4631647767239131e-291,1.0612436803808486e-289,CD4+ T Cells,upregulated
PHB,36.460846,1.7487051,4.6314091971938296e-291,3.3445246241918933e-289,CD4+ T Cells,upregulated
TRAC,36.456123,1.0256592,5.502290248444179e-291,3.956146688631364e-289,CD4+ T Cells,upregulated
CRELD2,36.369576,3.098184,1.2888609851033758e-289,9.22679398729633e-288,CD4+ T Cells,upregulated
STIP1,36.349007,2.4030762,2.7244728144337875e-289,1.942008919495325e-287,CD4+ T Cells,upregulated
PSMB6,36.333183,1.6625165,4.844101782138712e-289,3.438064857134244e-287,CD4+ T Cells,upregulated
CCT6A,36.280952,1.7335178,3.231574635549452e-288,2.2837841772684315e-286,CD4+ T Cells,upregulated
MLEC,36.25896,1.9843042,7.17850706162607e-288,5.051530692685545e-286,CD4+ T Cells,upregulated
TNFRSF18,36.25145,3.7379093,9.427691540365518e-288,6.606175211992566e-286,CD4+ T Cells,upregulated
RHOA,36.086697,1.3829465,3.667154546069632e-285,2.5588073725043673e-283,CD4+ T Cells,upregulated
NME2,36.028442,1.0464995,3.001224601695892e-284,2.06796880159354e-282,CD4+ T Cells,upregulated
SLC25A3,36.01099,1.222791,5.629696292561713e-284,3.862999485066102e-282,CD4+ T Cells,upregulated
ATP5MD,35.983177,1.349073,1.5332397647655531e-283,1.0477349582614856e-281,CD4+ T Cells,upregulated
NDUFC2,35.86554,1.4648055,1.0529110885817687e-281,7.136061750769143e-280,CD4+ T Cells,upregulated
SRM,35.63255,1.735417,4.390643646468301e-278,2.9635948563937264e-276,CD4+ T Cells,upregulated
ADGRE5,35.624264,2.865411,5.899992223278196e-278,3.966185829119981e-276,CD4+ T Cells,upregulated
SURF4,35.57137,2.3352926,3.8835356323032624e-277,2.6000821356841722e-275,CD4+ T Cells,upregulated
TXNDC17,35.53583,2.31942,1.375289386016149e-276,9.170629264737523e-275,CD4+ T Cells,upregulated
S100A11,35.4063,1.3967364,1.3658284739292532e-274,9.034682189347225e-273,CD4+ T Cells,upregulated
CCT5,35.323452,1.6880985,2.5637989322746135e-273,1.6824421802787812e-271,CD4+ T Cells,upregulated
PSME1,35.232468,1.0788109,6.36710583951358e-272,4.161771907827513e-270,CD4+ T Cells,upregulated
PSMB1,35.203415,1.2861207,1.772918919490866e-271,1.1542818965204903e-269,CD4+ T Cells,upregulated
WARS,35.174156,2.751157,4.968117576305483e-271,3.2218729552691674e-269,CD4+ T Cells,upregulated
GSTP1,35.152493,1.4931111,1.0648870940207384e-270,6.878921044461309e-269,CD4+ T Cells,upregulated
ACAT2,35.10572,2.294125,5.513683652075187e-270,3.547851616901454e-268,CD4+ T Cells,upregulated
VASP,34.979336,2.1761017,4.639181231721548e-268,2.973571318952684e-266,CD4+ T Cells,upregulated
MAP1LC3B,34.972466,1.7460895,5.899770557379905e-268,3.766969332331718e-266,CD4+ T Cells,upregulated
PSMA3,34.95473,1.685645,1.097430557277259e-267,6.980080432959244e-266,CD4+ T Cells,upregulated
ARHGAP30,34.939857,1.6612712,1.8462236120057587e-267,1.1697701100283231e-265,CD4+ T Cells,upregulated
SARS,34.854176,1.8041071,3.680822028952925e-266,2.3232730493433022e-264,CD4+ T Cells,upregulated
ABCF1,34.757137,1.6139097,1.0812364716388703e-264,6.798634042392394e-263,CD4+ T Cells,upregulated
NOL7,34.7555,1.4421252,1.1446683849222418e-264,7.1702201066133e-263,CD4+ T Cells,upregulated
HSPA9,34.67136,1.6326435,2.1291868280487373e-263,1.3286929273751687e-261,CD4+ T Cells,upregulated
SNU13,34.6651,1.2475263,2.6458812778544283e-263,1.6449225072134842e-261,CD4+ T Cells,upregulated
VDAC1,34.652718,1.6527627,4.0653139043570526e-263,2.5179062185899847e-261,CD4+ T Cells,upregulated
PSMB2,34.62556,1.882778,1.0421496900159315e-262,6.430607993952784e-261,CD4+ T Cells,upregulated
PPA1,34.52451,1.4053006,3.4401128004232814e-261,2.107005384466659e-259,CD4+ T Cells,upregulated
PSMA6,34.423073,1.4749558,1.1389990569214606e-259,6.950416016350626e-258,CD4+ T Cells,upregulated
MAGOH,34.321476,1.5848594,3.7533969464796233e-258,2.2819825479387328e-256,CD4+ T Cells,upregulated
PSMC4,34.31037,1.9863975,5.49599926328123e-258,3.329206586698963e-256,CD4+ T Cells,upregulated
FKBP1A,34.103104,1.7208967,6.634425011279706e-255,3.9895813240557277e-253,CD4+ T Cells,upregulated
NHP2,34.06478,1.5428941,2.452438888272871e-254,1.4694196338901618e-252,CD4+ T Cells,upregulated
PSMD14,34.0526,2.0884001,3.714270312244551e-254,2.2174327853280916e-252,CD4+ T Cells,upregulated
SPCS3,33.858837,1.702843,2.6900795718985755e-251,1.5944747627414604e-249,CD4+ T Cells,upregulated
CDV3,33.816406,1.4013809,1.1319773640986987e-250,6.685539167892921e-249,CD4+ T Cells,upregulated
NDUFV2,33.80424,1.4881598,1.7086545590699752e-250,1.0055523289444904e-248,CD4+ T Cells,upregulated
ABRACL,33.80025,1.4825056,1.955608217854417e-250,1.146804719810585e-248,CD4+ T Cells,upregulated
COX8A,33.78534,1.3553613,3.238078193824975e-250,1.892158978490587e-248,CD4+ T Cells,upregulated
LMAN2,33.659092,1.6304368,2.295267483118448e-248,1.3318188901168343e-246,CD4+ T Cells,upregulated
COX6C,33.63905,1.0793662,4.508474059444606e-248,2.6068753678683727e-246,CD4+ T Cells,upregulated
PDIA4,33.59041,2.6060336,2.3159454478864543e-247,1.3344526087699755e-245,CD4+ T Cells,upregulated
SELENOH,33.57538,1.2658831,3.838463861901986e-247,2.2040512807039284e-245,CD4+ T Cells,upregulated
RABAC1,33.482246,1.3171985,8.739513077599203e-246,4.983631991870966e-244,CD4+ T Cells,upregulated
CHMP2A,33.203564,1.5780802,9.563439704555371e-242,5.416116520350416e-240,CD4+ T Cells,upregulated
SNRPE,33.185402,1.4299223,1.7485821287858844e-241,9.83547709650754e-240,CD4+ T Cells,upregulated
DDX21,33.17942,1.5097277,2.1327787546557035e-241,1.1955851615505547e-239,CD4+ T Cells,upregulated
SNRPD1,33.1186,1.4807223,1.6044277364180771e-240,8.96365590444113e-239,CD4+ T Cells,upregulated
UQCRH,33.115864,1.0869408,1.7568152080907488e-240,9.781970739460173e-239,CD4+ T Cells,upregulated
CD74,33.10425,1.4371192,2.5813765295192976e-240,1.4324907271362626e-238,CD4+ T Cells,upregulated
CACYBP,33.102627,1.4298407,2.724304800617265e-240,1.5067501166490873e-238,CD4+ T Cells,upregulated
PARK7,33.09339,1.2069,3.6991119036433643e-240,2.039073785018344e-238,CD4+ T Cells,upregulated
PSMB9,32.875687,1.2406307,4.89295157783543e-237,2.6792960345253147e-235,CD4+ T Cells,upregulated
CCT2,32.86541,1.5871637,6.861411346154221e-237,3.744790740308659e-235,CD4+ T Cells,upregulated
EIF3I,32.76963,1.4271489,1.595167383731033e-235,8.677395731828978e-234,CD4+ T Cells,upregulated
SRSF9,32.736534,1.4014176,4.7206087869283334e-235,2.5594986068666835e-233,CD4+ T Cells,upregulated
PRMT1,32.697247,1.5545013,1.7089639747542443e-234,9.205582166290208e-233,CD4+ T Cells,upregulated
TMEM208,32.617397,1.9417716,2.324401272932101e-233,1.2480072678726674e-231,CD4+ T Cells,upregulated
TARS,32.562653,2.6500406,1.3863433552167339e-232,7.419404551850851e-231,CD4+ T Cells,upregulated
CCT3,32.528732,1.3905994,4.185850729600638e-232,2.2329488230776052e-230,CD4+ T Cells,upregulated
MRPL52,32.49447,1.6421165,1.2764903096044351e-231,6.787562781327506e-230,CD4+ T Cells,upregulated
YWHAQ,32.27763,1.6103156,1.441417446574465e-228,7.567212798095851e-227,CD4+ T Cells,upregulated
PSMA1,32.24888,1.3429714,3.647450617982441e-228,1.8967890210558376e-226,CD4+ T Cells,upregulated
MATK,32.146217,4.388203,9.974859699687264e-227,5.170979775978943e-225,CD4+ T Cells,upregulated
CD5,32.14423,1.8525705,1.0633634973210255e-226,5.495263173499312e-225,CD4+ T Cells,upregulated
EIF5B,32.133713,1.3347818,1.4915496018254895e-226,7.684036063983839e-225,CD4+ T Cells,upregulated
KRTCAP2,32.109985,1.1450344,3.1988285673628577e-226,1.642826957095639e-224,CD4+ T Cells,upregulated
TPM4,32.08082,2.0758865,8.163953194449016e-226,4.1668917894013386e-224,CD4+ T Cells,upregulated
IDI1,31.998682,2.0045934,1.137442302236022e-224,5.769902868735306e-223,CD4+ T Cells,upregulated
CYSTM1,31.98158,2.9299796,1.966774453017815e-224,9.94634529955829e-223,CD4+ T Cells,upregulated
ATP5MC1,31.963373,1.489853,3.5222452501104643e-224,1.7758344421059986e-222,CD4+ T Cells,upregulated
PNP,31.9602,2.5064173,3.898607420526993e-224,1.959613097667322e-222,CD4+ T Cells,upregulated
VCP,31.92631,1.8039422,1.1521425788742497e-223,5.773630856619232e-222,CD4+ T Cells,upregulated
ENSA,31.834322,1.5549699,2.1695898620696668e-222,1.0839428262551684e-220,CD4+ T Cells,upregulated
EIF3J,31.731716,1.5645527,5.676411986270465e-221,2.8274344884624905e-219,CD4+ T Cells,upregulated
NDUFA6,31.61212,1.544399,2.5161996509910232e-219,1.2458201685161242e-217,CD4+ T Cells,upregulated
PSMA2,31.480713,1.3389227,1.5954540748001901e-217,7.852388105646056e-216,CD4+ T Cells,upregulated
NDUFAB1,31.468874,1.4623054,2.3167130258778483e-217,1.1368392673276551e-215,CD4+ T Cells,upregulated
ADRM1,31.438084,1.67829,6.108003398655068e-217,2.988403911347895e-215,CD4+ T Cells,upregulated
CDC37,31.367342,1.430837,5.6449633825533616e-216,2.7537097185039806e-214,CD4+ T Cells,upregulated
COPE,31.35767,1.3252398,7.647636716008186e-216,3.719675540371393e-214,CD4+ T Cells,upregulated
RBX1,31.344973,1.3115606,1.1391816427947718e-215,5.524529861260158e-214,CD4+ T Cells,upregulated
ATP1B3,31.250326,1.9723481,2.2098884755199466e-214,1.0685650795226127e-212,CD4+ T Cells,upregulated
CD53,31.244995,1.3779459,2.610831635503971e-214,1.2587557654906464e-212,CD4+ T Cells,upregulated
YARS,31.150259,2.5292683,5.0311269713444065e-213,2.4185972885210014e-211,CD4+ T Cells,upregulated
XBP1,31.130201,1.550264,9.401771978094648e-213,4.506582701500035e-211,CD4+ T Cells,upregulated
SNRPF,30.99684,1.3210517,5.9459765668724034e-211,2.841867470704305e-209,CD4+ T Cells,upregulated
BANF1,30.827276,1.4835927,1.1297211752944514e-208,5.368448010300099e-207,CD4+ T Cells,upregulated
LAMTOR5,30.794209,1.418871,3.13261235083711e-208,1.4843556001659967e-206,CD4+ T Cells,upregulated
PSMD2,30.78568,1.6918128,4.074428791956374e-208,1.9251093980737876e-206,CD4+ T Cells,upregulated
CKLF,30.74502,1.7369882,1.4253681041771633e-207,6.715473600791381e-206,CD4+ T Cells,upregulated
POLR2L,30.703768,1.3033304,5.069322340912484e-207,2.381573396354254e-205,CD4+ T Cells,upregulated
RNF181,30.694998,1.6297197,6.637423196981393e-207,3.109435337350745e-205,CD4+ T Cells,upregulated
NDUFB8,30.647827,1.1778007,2.8248047669932565e-206,1.3195987692589686e-204,CD4+ T Cells,upregulated
CSTB,30.581305,1.2091155,2.1697128177971536e-205,1.007880361458189e-203,CD4+ T Cells,upregulated
HMGA1,30.572973,1.8100508,2.8000074446995406e-205,1.2970230563864512e-203,CD4+ T Cells,upregulated
PFDN2,30.555092,1.4669559,4.839079418434973e-205,2.2353032497949485e-203,CD4+ T Cells,upregulated
LMAN1,30.516598,1.7318984,1.5696635561876408e-204,7.210423952409726e-203,CD4+ T Cells,upregulated
SSR3,30.467016,1.6355948,7.129883930587952e-204,3.2661188520812457e-202,CD4+ T Cells,upregulated
RPS19BP1,30.4604,1.437516,8.724352890648167e-204,3.9854868439958215e-202,CD4+ T Cells,upregulated
MYH9,30.423092,1.4900519,2.719451566926232e-203,1.238886241384548e-201,CD4+ T Cells,upregulated
TMCO1,30.409771,1.5006595,4.0797285845498414e-203,1.8534744945796905e-201,CD4+ T Cells,upregulated
RANBP1,30.383532,1.3984698,9.065735446961675e-203,4.0961766963498696e-201,CD4+ T Cells,upregulated
C17orf49,30.303581,1.5358664,1.028341445774618e-201,4.6337009506198516e-200,CD4+ T Cells,upregulated
HMGCS1,30.237837,3.3983197,7.539931895274918e-201,3.3882568954391666e-199,CD4+ T Cells,upregulated
PRDX6,30.237295,1.4020455,7.66488551189888e-201,3.4350734880832456e-199,CD4+ T Cells,upregulated
NDUFA1,30.237087,1.2323086,7.71300144051449e-201,3.447294724913192e-199,CD4+ T Cells,upregulated
ZNRD1,30.159996,1.7645062,7.932059630683568e-200,3.535646094679628e-198,CD4+ T Cells,upregulated
CCT8,30.076899,1.3624114,9.71714214481505e-199,4.319687624967916e-197,CD4+ T Cells,upregulated
PTPN7,30.059086,1.9274609,1.6610491764538513e-198,7.364281563275426e-197,CD4+ T Cells,upregulated
PSMC1,30.0446,1.5364451,2.568360387821957e-198,1.1356410623906872e-196,CD4+ T Cells,upregulated
GTF3C6,29.880714,1.531009,3.5044328672606917e-196,1.5412980405821823e-194,CD4+ T Cells,upregulated
LRRFIP1,29.86293,1.2546477,5.964720068896786e-196,2.6164078456059983e-194,CD4+ T Cells,upregulated
INSIG1,29.830393,2.7398732,1.5769240125022786e-195,6.898833966865126e-194,CD4+ T Cells,upregulated
ATF4,29.720026,1.5310462,4.232573479984272e-194,1.8419491483815765e-192,CD4+ T Cells,upregulated
SEM1,29.667763,1.3822076,2.0014783258401769e-193,8.687256449978742e-192,CD4+ T Cells,upregulated
ANAPC11,29.511728,1.4913101,2.035939279356228e-191,8.767793714248422e-190,CD4+ T Cells,upregulated
ROMO1,29.397795,1.569913,5.859961898386443e-190,2.5170438938601712e-188,CD4+ T Cells,upregulated
GPR183,29.295223,1.2771595,1.193128955849151e-188,5.111599363439745e-187,CD4+ T Cells,upregulated
MRPL20,28.818096,1.2214411,1.2726912679824867e-182,5.396537307340099e-181,CD4+ T Cells,upregulated
ERG28,28.766695,2.1694407,5.600696456595316e-182,2.3627223801713454e-180,CD4+ T Cells,upregulated
MRPL51,28.734188,1.3549321,1.4276339937509286e-181,6.0073240088191115e-180,CD4+ T Cells,upregulated
YWHAZ,28.699585,1.0320958,3.861053167965065e-181,1.6164616769275514e-179,CD4+ T Cells,upregulated
SF3B6,28.674217,1.2816889,8.000948664891142e-181,3.341204244224869e-179,CD4+ T Cells,upregulated
LSM4,28.648104,1.5552628,1.6926812764671487e-180,7.050848934241118e-179,CD4+ T Cells,upregulated
IL2RG,28.513939,1.0817289,7.869265252377004e-179,3.261504748836053e-177,CD4+ T Cells,upregulated
PLP2,28.462843,1.5240698,3.379713215732575e-178,1.3972579362142399e-176,CD4+ T Cells,upregulated
TMED2,28.449974,1.5661228,4.8766952709356784e-178,2.0111199425302573e-176,CD4+ T Cells,upregulated
SRSF2,28.284334,1.2299399,5.386285960317776e-176,2.21024841006886e-174,CD4+ T Cells,upregulated
PPP1CA,28.20876,1.2539599,4.566079654441756e-175,1.8644261542099584e-173,CD4+ T Cells,upregulated
