names,scores,logfoldchanges,pvals,pvals_adj,Cell type,Regulation
PRDX1,61.8895,2.4029968,0.0,1e-300,CD4+ T Cells,upregulated
UBB,61.632973,1.7806802,0.0,1e-300,CD4+ T Cells,upregulated
TMSB10,61.349533,1.1136295,0.0,1e-300,CD4+ T Cells,upregulated
HNRNPA2B1,59.3738,1.4797904,0.0,1e-300,CD4+ T Cells,upregulated
GSTO1,59.1608,2.7654777,0.0,1e-300,CD4+ T Cells,upregulated
SEC61G,59.05105,2.4538522,0.0,1e-300,CD4+ T Cells,upregulated
MANF,58.467346,3.1760626,0.0,1e-300,CD4+ T Cells,upregulated
MIF,58.281067,1.2808807,0.0,1e-300,CD4+ T Cells,upregulated
BCL2A1,57.743896,3.962334,0.0,1e-300,CD4+ T Cells,upregulated
CIAO2B,57.524235,2.4479613,0.0,1e-300,CD4+ T Cells,upregulated
CFL1,56.770634,1.2966652,0.0,1e-300,CD4+ T Cells,upregulated
GUK1,56.76287,2.01544,0.0,1e-300,CD4+ T Cells,upregulated
EIF4A1,56.456287,1.6937492,0.0,1e-300,CD4+ T Cells,upregulated
NDUFA4,56.033527,1.6251657,0.0,1e-300,CD4+ T Cells,upregulated
ARPC2,55.91799,1.4039587,0.0,1e-300,CD4+ T Cells,upregulated
TPM3,55.91479,1.7842464,0.0,1e-300,CD4+ T Cells,upregulated
LCP1,55.66745,2.1220534,0.0,1e-300,CD4+ T Cells,upregulated
MT-ND5,55.607025,1.1308432,0.0,1e-300,CD4+ T Cells,upregulated
POMP,55.58495,2.0933123,0.0,1e-300,CD4+ T Cells,upregulated
SEC11C,55.507423,2.5075858,0.0,1e-300,CD4+ T Cells,upregulated
SLC3A2,53.72347,2.357554,0.0,1e-300,CD4+ T Cells,upregulated
HNRNPA1,53.425106,1.2126204,0.0,1e-300,CD4+ T Cells,upregulated
SNRPB,53.40829,2.0280695,0.0,1e-300,CD4+ T Cells,upregulated
CORO1A,52.80623,1.5407135,0.0,1e-300,CD4+ T Cells,upregulated
TUBB,52.59359,2.36249,0.0,1e-300,CD4+ T Cells,upregulated
SH3BGRL3,52.45973,1.2416805,0.0,1e-300,CD4+ T Cells,upregulated
RAC2,51.83226,1.9719403,0.0,1e-300,CD4+ T Cells,upregulated
SPCS2,51.459305,1.871827,0.0,1e-300,CD4+ T Cells,upregulated
TPI1,51.31269,1.8425364,0.0,1e-300,CD4+ T Cells,upregulated
SELENOS,51.142803,2.6914866,0.0,1e-300,CD4+ T Cells,upregulated
TUBB4B,50.884335,2.7916396,0.0,1e-300,CD4+ T Cells,upregulated
GNG5,50.80872,1.9007609,0.0,1e-300,CD4+ T Cells,upregulated
MYDGF,50.67129,2.714715,0.0,1e-300,CD4+ T Cells,upregulated
SSR4,50.64434,1.5590312,0.0,1e-300,CD4+ T Cells,upregulated
NOP10,50.178238,2.117125,0.0,1e-300,CD4+ T Cells,upregulated
CYP51A1,50.080223,3.9808154,0.0,1e-300,CD4+ T Cells,upregulated
SNRPG,49.81614,1.9292735,0.0,1e-300,CD4+ T Cells,upregulated
PPIA,49.39587,1.1417886,0.0,1e-300,CD4+ T Cells,upregulated
HSPE1,49.377926,1.837505,0.0,1e-300,CD4+ T Cells,upregulated
COX6A1,49.116116,1.6526421,0.0,1e-300,CD4+ T Cells,upregulated
CAP1,48.292885,1.9889475,0.0,1e-300,CD4+ T Cells,upregulated
SELENOK,47.697495,2.0416465,0.0,1e-300,CD4+ T Cells,upregulated
DBI,47.36858,1.8807042,0.0,1e-300,CD4+ T Cells,upregulated
UBC,47.22617,1.1336712,0.0,1e-300,CD4+ T Cells,upregulated
RBM8A,46.667076,1.8294364,0.0,1e-300,CD4+ T Cells,upregulated
EZR,46.444427,2.2210484,0.0,1e-300,CD4+ T Cells,upregulated
HSPA8,46.38492,1.5178419,0.0,1e-300,CD4+ T Cells,upregulated
YBX1,46.33965,1.0744901,0.0,1e-300,CD4+ T Cells,upregulated
BZW1,45.999477,1.9711705,0.0,1e-300,CD4+ T Cells,upregulated
STAT1,45.65858,2.2896018,0.0,1e-300,CD4+ T Cells,upregulated
CD69,45.54195,2.1510468,0.0,1e-300,CD4+ T Cells,upregulated
SUB1,45.452126,1.3000312,0.0,1e-300,CD4+ T Cells,upregulated
P4HB,45.327538,2.2611308,0.0,1e-300,CD4+ T Cells,upregulated
ARPC3,45.24498,1.2881366,0.0,1e-300,CD4+ T Cells,upregulated
DNAJB11,45.095634,3.1700633,0.0,1e-300,CD4+ T Cells,upregulated
NDUFA13,45.08127,1.3535136,0.0,1e-300,CD4+ T Cells,upregulated
TUBA1C,44.9648,3.1231394,0.0,1e-300,CD4+ T Cells,upregulated
HERPUD1,44.83244,2.6447685,0.0,1e-300,CD4+ T Cells,upregulated
FDPS,44.78478,2.269627,0.0,1e-300,CD4+ T Cells,upregulated
EIF5A,44.66661,1.7348647,0.0,1e-300,CD4+ T Cells,upregulated
DNAJA1,44.56999,1.9235077,0.0,1e-300,CD4+ T Cells,upregulated
HSPD1,44.28018,1.7817292,0.0,1e-300,CD4+ T Cells,upregulated
PGK1,44.231853,1.5563067,0.0,1e-300,CD4+ T Cells,upregulated
NME1,44.084778,2.6391625,0.0,1e-300,CD4+ T Cells,upregulated
PSMB3,43.92607,1.7312474,0.0,1e-300,CD4+ T Cells,upregulated
TMED10,43.87529,2.1533997,0.0,1e-300,CD4+ T Cells,upregulated
OSTC,43.83303,1.940494,0.0,1e-300,CD4+ T Cells,upregulated
RGCC,43.765438,2.032132,0.0,1e-300,CD4+ T Cells,upregulated
TMED9,43.59876,2.0854585,0.0,1e-300,CD4+ T Cells,upregulated
PSMD8,43.470875,1.7322623,0.0,1e-300,CD4+ T Cells,upregulated
PSMA5,43.252243,1.9511888,0.0,1e-300,CD4+ T Cells,upregulated
RBM3,43.207584,1.6777511,0.0,1e-300,CD4+ T Cells,upregulated
TYMP,42.95666,2.5130093,0.0,1e-300,CD4+ T Cells,upregulated
VIM,42.58788,1.3114101,0.0,1e-300,CD4+ T Cells,upregulated
PSMA4,42.195023,1.8669735,0.0,1e-300,CD4+ T Cells,upregulated
PSME1,42.122234,1.2515639,0.0,1e-300,CD4+ T Cells,upregulated
TXN,42.103146,1.6818458,0.0,1e-300,CD4+ T Cells,upregulated
ATP5MC3,42.05598,1.5877563,0.0,1e-300,CD4+ T Cells,upregulated
SQLE,41.965607,3.436904,0.0,1e-300,CD4+ T Cells,upregulated
TUBA4A,41.845863,2.2171392,0.0,1e-300,CD4+ T Cells,upregulated
SH2D2A,41.824306,2.7733138,0.0,1e-300,CD4+ T Cells,upregulated
SFPQ,41.5697,1.7653072,0.0,1e-300,CD4+ T Cells,upregulated
S100A11,41.532646,1.5991964,0.0,1e-300,CD4+ T Cells,upregulated
NDUFS6,41.471478,1.7184732,0.0,1e-300,CD4+ T Cells,upregulated
SRGN,41.359116,1.4617417,0.0,1e-300,CD4+ T Cells,upregulated
CD3D,41.07982,1.0786941,0.0,1e-300,CD4+ T Cells,upregulated
CREM,40.920822,1.746443,0.0,1e-300,CD4+ T Cells,upregulated
UBL5,40.79461,1.3896673,0.0,1e-300,CD4+ T Cells,upregulated
HNRNPM,40.66022,1.4703693,0.0,1e-300,CD4+ T Cells,upregulated
DDX39A,40.45796,2.5551562,0.0,1e-300,CD4+ T Cells,upregulated
COX7A2,40.369015,1.267679,0.0,1e-300,CD4+ T Cells,upregulated
CANX,40.33261,1.9028244,0.0,1e-300,CD4+ T Cells,upregulated
ARPC1B,40.316807,1.4182186,0.0,1e-300,CD4+ T Cells,upregulated
COX7B,40.032043,1.5293255,0.0,1e-300,CD4+ T Cells,upregulated
EIF2S2,39.946743,1.5273373,0.0,1e-300,CD4+ T Cells,upregulated
HIF1A,39.83501,1.7967805,0.0,1e-300,CD4+ T Cells,upregulated
PRELID1,39.730267,1.5719591,0.0,1e-300,CD4+ T Cells,upregulated
ILF2,39.6905,2.0129015,0.0,1e-300,CD4+ T Cells,upregulated
ARPC5L,39.487957,1.8215932,0.0,1e-300,CD4+ T Cells,upregulated
CD63,39.397007,1.9736401,0.0,1e-300,CD4+ T Cells,upregulated
EIF6,39.260292,1.966078,0.0,1e-300,CD4+ T Cells,upregulated
SNX9,39.01997,2.2217019,0.0,1e-300,CD4+ T Cells,upregulated
PSMB6,38.978973,1.7449621,0.0,1e-300,CD4+ T Cells,upregulated
CD6,38.972847,1.6701442,0.0,1e-300,CD4+ T Cells,upregulated
NDUFC2,38.835217,1.552562,0.0,1e-300,CD4+ T Cells,upregulated
HIVEP3,38.792637,4.6125984,0.0,1e-300,CD4+ T Cells,upregulated
TRAC,38.78131,1.0673277,0.0,1e-300,CD4+ T Cells,upregulated
ATP5MD,38.77924,1.4196196,0.0,1e-300,CD4+ T Cells,upregulated
TMBIM6,38.774677,1.2553443,0.0,1e-300,CD4+ T Cells,upregulated
PSMB1,38.648243,1.3726844,0.0,1e-300,CD4+ T Cells,upregulated
FDFT1,38.60917,2.3761833,0.0,1e-300,CD4+ T Cells,upregulated
NFKB1,38.583107,2.2554266,0.0,1e-300,CD4+ T Cells,upregulated
ETHE1,38.50376,2.2462962,0.0,1e-300,CD4+ T Cells,upregulated
ACTR3,38.300667,1.4931338,0.0,1e-300,CD4+ T Cells,upregulated
MAGOH,38.166256,1.7125573,0.0,1e-300,CD4+ T Cells,upregulated
PSMB9,38.138252,1.3937744,0.0,1e-300,CD4+ T Cells,upregulated
DNAJC3,38.135277,2.61253,0.0,1e-300,CD4+ T Cells,upregulated
PHB,38.1074,1.7903434,0.0,1e-300,CD4+ T Cells,upregulated
FERMT3,38.02842,2.6138082,0.0,1e-300,CD4+ T Cells,upregulated
CCT6A,37.98608,1.7827117,0.0,1e-300,CD4+ T Cells,upregulated
DAD1,37.89391,1.521922,0.0,1e-300,CD4+ T Cells,upregulated
SNU13,37.83958,1.3122752,0.0,1e-300,CD4+ T Cells,upregulated
SLC25A5,37.80846,1.5032291,0.0,1e-300,CD4+ T Cells,upregulated
TMEM258,37.764175,1.5107195,0.0,1e-300,CD4+ T Cells,upregulated
PPA1,37.710567,1.4896216,0.0,1e-300,CD4+ T Cells,upregulated
NDUFV2,37.70458,1.6138061,0.0,1e-300,CD4+ T Cells,upregulated
NCL,37.682526,1.0831661,0.0,1e-300,CD4+ T Cells,upregulated
STIP1,37.66093,2.445136,2.16704486780216e-310,1e-300,CD4+ T Cells,upregulated
PSMD7,37.620876,1.6247456,9.7978640525578e-310,1e-300,CD4+ T Cells,upregulated
MLEC,37.616745,2.0066884,1.14461575910492e-309,1e-300,CD4+ T Cells,upregulated
NME2,37.500763,1.0761367,8.951245621851604e-308,1e-300,CD4+ T Cells,upregulated
CRELD2,37.48738,3.0868254,1.478802133835166e-307,1e-300,CD4+ T Cells,upregulated
RHOA,37.47078,1.4013695,2.756204765583035e-307,1e-300,CD4+ T Cells,upregulated
SRSF3,37.32396,1.2977875,6.708342872996027e-305,1e-300,CD4+ T Cells,upregulated
RAN,37.300526,1.1824832,1.6092210790717841e-304,1e-300,CD4+ T Cells,upregulated
PSMA6,37.287224,1.5559024,2.6438392169076786e-304,1e-300,CD4+ T Cells,upregulated
SRM,37.229332,1.7650666,2.2889323547090584e-303,1e-300,CD4+ T Cells,upregulated
RGS16,37.135796,4.5284524,7.43259785225868e-302,5.0790442430909835e-300,CD4+ T Cells,upregulated
TRMT112,37.10212,1.4461373,2.5966924020688774e-301,1.7671400104120588e-299,CD4+ T Cells,upregulated
WARS,36.960884,2.8170714,4.869999787086758e-299,3.3006223966825295e-297,CD4+ T Cells,upregulated
LGALS1,36.959686,2.340637,5.090569386718915e-299,3.43603044686411e-297,CD4+ T Cells,upregulated
VDAC1,36.93056,1.7143624,1.4943113129590984e-298,1.0045295196099434e-296,CD4+ T Cells,upregulated
RAB8B,36.92285,2.9054594,1.986815709992627e-298,1.3302012710991123e-296,CD4+ T Cells,upregulated
HCST,36.874786,1.7096696,1.1720744958695236e-297,7.784175075580045e-296,CD4+ T Cells,upregulated
PSMD13,36.866055,1.7745022,1.6175833803511777e-297,1.069999054434697e-295,CD4+ T Cells,upregulated
COX8A,36.646446,1.4228595,5.2128854543267344e-294,3.434481544151442e-292,CD4+ T Cells,upregulated
PSMA3,36.59591,1.7251,3.3222268201519854e-293,2.180145433525928e-291,CD4+ T Cells,upregulated
TNFRSF4,36.50316,2.99349,9.88126578731135e-292,6.433326469479047e-290,CD4+ T Cells,upregulated
CCT5,36.43098,1.7056836,1.3764951228578458e-290,8.92670582223537e-289,CD4+ T Cells,upregulated
ADGRE5,36.359863,2.8512113,1.8354840149853315e-289,1.1810661150121566e-287,CD4+ T Cells,upregulated
GSTP1,36.29075,1.5135453,2.2640499323103695e-288,1.4511858035122706e-286,CD4+ T Cells,upregulated
ABCF1,36.11688,1.6449515,1.2324764392014986e-285,7.839024182721225e-284,CD4+ T Cells,upregulated
NOL7,36.04555,1.4655268,1.6191753581612872e-284,1.0259119884257934e-282,CD4+ T Cells,upregulated
TXNDC17,36.022785,2.3286347,3.6799988797779427e-284,2.3227534914079325e-282,CD4+ T Cells,upregulated
PSMC4,36.02113,2.0251377,3.9063773849205577e-284,2.4562647457958654e-282,CD4+ T Cells,upregulated
CD74,36.020096,1.5262685,4.054438301491247e-284,2.539706295142453e-282,CD4+ T Cells,upregulated
SLC25A3,36.008152,1.2054312,6.235900031522618e-284,3.891436936652435e-282,CD4+ T Cells,upregulated
VASP,35.906357,2.1846309,2.431124808904604e-282,1.5114101866487005e-280,CD4+ T Cells,upregulated
JUND,35.8199,1.1011852,5.412526129442917e-281,3.352320022569196e-279,CD4+ T Cells,upregulated
PSMB2,35.79364,1.9064821,1.3870418462328945e-280,8.558772765355738e-279,CD4+ T Cells,upregulated
CACYBP,35.6049,1.5001612,1.1765369380858619e-277,7.206070868565146e-276,CD4+ T Cells,upregulated
SNRPE,35.55492,1.4899137,6.974452139789156e-277,4.255959964416726e-275,CD4+ T Cells,upregulated
ARHGAP30,35.527805,1.6506921,1.829516833473833e-276,1.1123058777631167e-274,CD4+ T Cells,upregulated
COX6C,35.4946,1.1117134,5.955199799826103e-276,3.6073677322243317e-274,CD4+ T Cells,upregulated
CDV3,35.464497,1.4369726,1.7342410943041853e-275,1.0466841232302302e-273,CD4+ T Cells,upregulated
PDIA4,35.434906,2.666849,4.9547219545476196e-275,2.9794995259037815e-273,CD4+ T Cells,upregulated
NHP2,35.422497,1.5732294,7.692825104950102e-275,4.609284375382603e-273,CD4+ T Cells,upregulated
SPCS3,35.340622,1.7302946,1.3969844959390343e-273,8.31004770120281e-272,CD4+ T Cells,upregulated
DDX21,35.296658,1.5639029,6.608502414602904e-273,3.9170180799386464e-271,CD4+ T Cells,upregulated
RABAC1,35.255856,1.3635479,2.7906547385114017e-272,1.648180621812966e-270,CD4+ T Cells,upregulated
CCT2,35.24602,1.646768,3.948174290753386e-272,2.323521645771841e-270,CD4+ T Cells,upregulated
ID3,35.22965,3.5538728,7.033303961508308e-272,4.124459135158259e-270,CD4+ T Cells,upregulated
YWHAQ,35.216873,1.7128326,1.1033281193977966e-271,6.4472569294987144e-270,CD4+ T Cells,upregulated
LMAN2,35.084316,1.665469,1.1693405920045172e-269,6.80893851055588e-268,CD4+ T Cells,upregulated
SURF4,34.975887,2.2803147,5.234273518099333e-268,3.0371642515371468e-266,CD4+ T Cells,upregulated
VCP,34.926044,1.8967164,2.9923019919238325e-267,1.7301992321833714e-265,CD4+ T Cells,upregulated
ACAT2,34.896828,2.2441063,8.306066836399085e-267,4.785973075732811e-265,CD4+ T Cells,upregulated
TMEM208,34.88569,1.9949555,1.2255023550685393e-266,7.036851543669595e-265,CD4+ T Cells,upregulated
FKBP1A,34.844704,1.7306825,5.121570395855054e-266,2.9306370116351225e-264,CD4+ T Cells,upregulated
PRMT1,34.639698,1.6033064,6.384739733308185e-263,3.615905512661556e-261,CD4+ T Cells,upregulated
CHMP2A,34.57571,1.605465,5.857173139784517e-262,3.305804512375992e-260,CD4+ T Cells,upregulated
KRTCAP2,34.574013,1.2020898,6.211375970464558e-262,3.481949980460081e-260,CD4+ T Cells,upregulated
PSMD14,34.48081,2.0819209,1.5559222270146087e-260,8.634324116825699e-259,CD4+ T Cells,upregulated
UQCRH,34.440773,1.1045334,6.1894059400809025e-260,3.423217593013976e-258,CD4+ T Cells,upregulated
EIF3I,34.380592,1.4598025,4.917624523711393e-259,2.710758558287177e-257,CD4+ T Cells,upregulated
SNRPD1,34.325523,1.500171,3.266336608846632e-258,1.7945318438703242e-256,CD4+ T Cells,upregulated
HSPA9,34.18232,1.5883446,4.427883368527522e-256,2.4166306028164895e-254,CD4+ T Cells,upregulated
PARK7,34.11259,1.2274652,4.799217539347351e-255,2.610679620006156e-253,CD4+ T Cells,upregulated
TNFRSF18,34.096752,3.5381134,8.241085942059944e-255,4.4682897778309926e-253,CD4+ T Cells,upregulated
NDUFB8,34.044285,1.2684442,4.9314534488338005e-254,2.6650799242929594e-252,CD4+ T Cells,upregulated
CCT3,34.03123,1.4307507,7.693146750350927e-254,4.130570383459522e-252,CD4+ T Cells,upregulated
ATP1B3,33.9811,2.0759501,4.2378681904905306e-253,2.2680137950207735e-251,CD4+ T Cells,upregulated
ABRACL,33.97659,1.4570105,4.939882468175006e-253,2.6351882702003255e-251,CD4+ T Cells,upregulated
RBX1,33.91447,1.3823541,4.076517533706743e-252,2.1676324905115245e-250,CD4+ T Cells,upregulated
MAP1LC3B,33.808403,1.6724981,1.4840856152189023e-250,7.816026693909233e-249,CD4+ T Cells,upregulated
CKLF,33.74885,1.8514915,1.1112911590324455e-249,5.83410218949827e-248,CD4+ T Cells,upregulated
LAMTOR5,33.733883,1.5164498,1.8423297720943124e-249,9.641331468710014e-248,CD4+ T Cells,upregulated
PSMA1,33.616714,1.3695185,9.560594174978467e-248,4.987493560618893e-246,CD4+ T Cells,upregulated
PSMD2,33.614075,1.7988876,1.044864724824569e-247,5.433625142900597e-246,CD4+ T Cells,upregulated
SELENOH,33.59139,1.2573938,2.2409723891105388e-247,1.1617228965116294e-245,CD4+ T Cells,upregulated
COPE,33.47836,1.3808737,9.95477240242118e-246,5.128413433608694e-244,CD4+ T Cells,upregulated
CD53,33.47405,1.4324068,1.1502405693399529e-245,5.90730692396733e-244,CD4+ T Cells,upregulated
ATP5MC1,33.429554,1.5157876,5.102258147370861e-245,2.6122613926647657e-243,CD4+ T Cells,upregulated
PNP,33.353996,2.540253,6.374599538507932e-244,3.2536034743304215e-242,CD4+ T Cells,upregulated
SARS,33.3475,1.7121732,7.919024346342838e-244,4.029443249706816e-242,CD4+ T Cells,upregulated
ENSA,33.312298,1.5851284,2.5624683422631924e-243,1.2998631587732028e-241,CD4+ T Cells,upregulated
BANF1,33.19921,1.5495939,1.1051766023600597e-241,5.589084242577464e-240,CD4+ T Cells,upregulated
PSMA2,33.058815,1.380249,1.1620651525314762e-239,5.8057617605477405e-238,CD4+ T Cells,upregulated
NDUFAB1,33.02432,1.5058628,3.636461979441953e-239,1.805891043664612e-237,CD4+ T Cells,upregulated
NDUFA6,32.992958,1.5784929,1.0249322075375634e-238,5.059493706283189e-237,CD4+ T Cells,upregulated
PFDN2,32.898506,1.5390524,2.3086879401288415e-237,1.132901260116043e-235,CD4+ T Cells,upregulated
EIF3J,32.892857,1.5787722,2.7806853022373765e-237,1.3604790781982098e-235,CD4+ T Cells,upregulated
EIF5B,32.892696,1.3297967,2.7952244523420926e-237,1.3635583117516574e-235,CD4+ T Cells,upregulated
CYSTM1,32.87648,2.9335852,4.7672234523840536e-237,2.3186933597669145e-235,CD4+ T Cells,upregulated
ADRM1,32.79434,1.7012557,7.0911188550636135e-236,3.428825511876812e-234,CD4+ T Cells,upregulated
POLR2L,32.65192,1.3469208,7.525470672782869e-234,3.628242230781642e-232,CD4+ T Cells,upregulated
LRRFIP1,32.650173,1.3351566,7.96768848614498e-234,3.830280944633126e-232,CD4+ T Cells,upregulated
IDI1,32.62972,1.9897925,1.5543982720023817e-233,7.45074905046475e-232,CD4+ T Cells,upregulated
SRSF9,32.45563,1.375807,4.511130503510845e-231,2.1375520096435196e-229,CD4+ T Cells,upregulated
RNF181,32.416786,1.6771028,1.5921805028725768e-230,7.522825421715373e-229,CD4+ T Cells,upregulated
SF3B6,32.266693,1.3894126,2.052036968670149e-228,9.667958789429702e-227,CD4+ T Cells,upregulated
HMGA1,32.127834,1.8528985,1.801885731722338e-226,8.465279643605768e-225,CD4+ T Cells,upregulated
C17orf49,32.100697,1.599468,4.311253934279488e-226,2.0196942297784673e-224,CD4+ T Cells,upregulated
MRPL52,32.05593,1.5967311,1.8148619507115272e-225,8.478071208733482e-224,CD4+ T Cells,upregulated
MATK,31.97943,4.346406,2.1069208233286263e-224,9.814690043770561e-223,CD4+ T Cells,upregulated
SNRPF,31.961184,1.3364221,3.7778806203562467e-224,1.7549104443491922e-222,CD4+ T Cells,upregulated
TMCO1,31.706614,1.519262,1.259526667558092e-220,5.801892061673584e-219,CD4+ T Cells,upregulated
ISG15,31.701328,1.582147,1.4895152785812821e-220,6.842253933860739e-219,CD4+ T Cells,upregulated
LMAN1,31.678808,1.753717,3.0430730477610193e-220,1.393997201961883e-218,CD4+ T Cells,upregulated
TPM4,31.651796,2.0199535,7.163928701027267e-220,3.272648865438893e-218,CD4+ T Cells,upregulated
CCT8,31.570808,1.4004261,9.292010987648348e-219,4.23311255379451e-217,CD4+ T Cells,upregulated
SEM1,31.558609,1.4387679,1.3661793987836642e-218,6.206733164199301e-217,CD4+ T Cells,upregulated
CDC37,31.453255,1.4135739,3.788874999711725e-217,1.716619886855693e-215,CD4+ T Cells,upregulated
NDUFA1,31.431847,1.2588917,7.432540580987795e-217,3.358249278355059e-215,CD4+ T Cells,upregulated
GTF3C6,31.397432,1.5685682,2.19341985085585e-216,9.883537894714766e-215,CD4+ T Cells,upregulated
PSMB8,31.358448,1.3135012,7.463199377482817e-216,3.353775220256341e-214,CD4+ T Cells,upregulated
ANAPC11,31.301224,1.5461318,4.490694298680271e-215,2.0125369001971718e-213,CD4+ T Cells,upregulated
RPS19BP1,31.260105,1.447033,1.6273684217724747e-214,7.273457186716598e-213,CD4+ T Cells,upregulated
CSTB,31.148714,1.2046385,5.2794542131453364e-213,2.346944471042592e-211,CD4+ T Cells,upregulated
CD5,31.136732,1.7602996,7.6705976160658e-213,3.4007687071549633e-211,CD4+ T Cells,upregulated
PPP1CA,31.085163,1.3446839,3.8221406612127354e-212,1.6855130697193336e-210,CD4+ T Cells,upregulated
RANBP1,31.067686,1.4055334,6.582969266021253e-212,2.8952809242604645e-210,CD4+ T Cells,upregulated
ROMO1,30.959808,1.6128819,1.8747224254094812e-210,8.201662632009679e-209,CD4+ T Cells,upregulated
PRDX6,30.789324,1.3987451,3.641774050313984e-208,1.5765449599487528e-206,CD4+ T Cells,upregulated
XBP1,30.637215,1.4905304,3.9118290921294064e-206,1.6890317936434463e-204,CD4+ T Cells,upregulated
PSMC1,30.601141,1.5332448,1.181942355680993e-205,5.090047066639734e-204,CD4+ T Cells,upregulated
MRPL51,30.555809,1.4015434,4.734097988085651e-205,2.0334487903629196e-203,CD4+ T Cells,upregulated
GPR183,30.515488,1.3076338,1.6238322106153133e-204,6.956816908535087e-203,CD4+ T Cells,upregulated
TMED2,30.32154,1.6270742,5.962655564140026e-202,2.5479182187127548e-200,CD4+ T Cells,upregulated
HMGCS1,30.318054,3.3381627,6.628386679023844e-202,2.82509356987158e-200,CD4+ T Cells,upregulated
RAB5IF,30.317617,1.5716572,6.71684523892477e-202,2.855436239488404e-200,CD4+ T Cells,upregulated
YARS,30.228407,2.4522214,1.003048992172843e-200,4.253184918862129e-199,CD4+ T Cells,upregulated
TARS,30.144773,2.4892519,1.2559271171731347e-199,5.311832924985199e-198,CD4+ T Cells,upregulated
SSR3,30.08781,1.5940564,6.995211136327689e-199,2.951015473506403e-197,CD4+ T Cells,upregulated
IL2RG,30.081514,1.1150302,8.456158435970986e-199,3.5582567953092165e-197,CD4+ T Cells,upregulated
MRPL20,30.057894,1.2520125,1.7217840211258388e-198,7.22668587750203e-197,CD4+ T Cells,upregulated
PLP2,30.004782,1.5611203,8.500652112853815e-198,3.5498809088450392e-196,CD4+ T Cells,upregulated
SSBP1,29.907898,1.0871159,1.5534104063321903e-196,6.470717352522779e-195,CD4+ T Cells,upregulated
PTPN7,29.899626,1.880401,1.9899620060792715e-196,8.268342134304752e-195,CD4+ T Cells,upregulated
UQCRQ,29.871555,1.2923157,4.608716725870184e-196,1.91013404751166e-194,CD4+ T Cells,upregulated
RAP1A,29.81096,1.3327962,2.8168502420705753e-195,1.161652180875838e-193,CD4+ T Cells,upregulated
HSPH1,29.747215,2.1485622,1.8841394952384342e-194,7.750749958397509e-193,CD4+ T Cells,upregulated
ATP5F1B,29.525234,1.2355839,1.3659260564697509e-191,5.563625417694648e-190,CD4+ T Cells,upregulated
ERH,29.392872,1.1766821,6.773269921045928e-190,2.7520777563719045e-188,CD4+ T Cells,upregulated
H2AFZ,29.390469,1.1113127,7.26992791348e-190,2.946637203559283e-188,CD4+ T Cells,upregulated
ATP5MF,29.383736,1.165979,8.862314984010317e-190,3.5832787992806504e-188,CD4+ T Cells,upregulated
SNRPB2,29.380585,1.2618892,9.723091927020519e-190,3.921726126759471e-188,CD4+ T Cells,upregulated
MYH9,29.365744,1.4162782,1.5043568905242789e-189,6.052931848807786e-188,CD4+ T Cells,upregulated
SRSF2,29.344868,1.2469857,2.7783858050378602e-189,1.1124979675039006e-187,CD4+ T Cells,upregulated
