Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1/1259	9.311440e-01	9.469516e-01	5.485584e-01	3.913489e-02	TNFSF13B
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANIMAL_ORGAN_REGENERATION	1/64	1.234712e-01	3.242730e-01	1.158646e+01	2.423596e+01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	1/205	3.453583e-01	5.298302e-01	3.571570e+00	3.797196e+00	MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	7/48	6.128921e-12	5.140122e-10	1.046386e+02	2.701558e+03	IFIT2;USP18;IFIT1;OAS1;MX1;EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	3/109	1.448898e-03	2.047993e-02	1.694153e+01	1.107460e+02	IFIT2;IFI6;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_PROCESS	8/1965	4.363573e-02	2.016618e-01	2.335542e+00	7.314634e+00	IFIT2;IFI6;MNDA;XAF1;TNFSF10;MX1;EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_SIGNALING_PATHWAY	2/622	3.668323e-01	5.416374e-01	1.969243e+00	1.974857e+00	IFI6;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING	1/19	3.832487e-02	1.898137e-01	3.986213e+01	1.300166e+02	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	5/213	7.191183e-05	1.615448e-03	1.428882e+01	1.363163e+02	TRIM22;LY6E;IFIT1;SIGLEC1;IFITM3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	1/121	2.208284e-01	4.307010e-01	6.087767e+00	9.194776e+00	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	29/1759	3.625594e-22	9.392586e-20	2.624882e+01	1.295874e+03	OAS2;LY6E;MNDA;OAS3;IFIT1;IFIT5;MX1;IFITM3;EIF2AK2;MX2;TRIM14;DDX60;PARP9;TRIM22;IFI44;APOBEC3A;HERC5;OASL;IFI44L;RSAD2;IFIT2;USP18;CMPK2;ISG15;OAS1;SIGLEC1;CCL8;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	6/323	4.738779e-05	1.146420e-03	1.134618e+01	1.129756e+02	TRIM22;LY6E;IFIT1;SIGLEC1;CCL8;IFITM3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	1/174	3.018434e-01	5.009485e-01	4.216503e+00	5.050726e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BODY_FLUID_SECRETION	1/92	1.726924e-01	3.851899e-01	8.029259e+00	1.410133e+01	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BONE_MINERALIZATION	1/122	2.224386e-01	4.325005e-01	6.037350e+00	9.074765e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_ACTIVATION	2/278	1.112698e-01	3.056274e-01	4.500012e+00	9.881116e+00	TNFSF13B;MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_DIFFERENTIATION	1/153	2.707764e-01	4.691966e-01	4.802366e+00	6.274107e+00	TNFSF13B
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_HOMEOSTASIS	1/34	6.756617e-02	2.522203e-01	2.199641e+01	5.927258e+01	TNFSF13B
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_PROLIFERATION	2/104	1.930418e-02	1.454171e-01	1.224929e+01	4.835325e+01	TNFSF13B;MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1/77	1.466690e-01	3.521177e-01	9.611070e+00	1.844919e+01	MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CALCIUM_ION_HOMEOSTASIS	1/332	4.976224e-01	6.440422e-01	2.188728e+00	1.527543e+00	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CALCIUM_ION_TRANSPORT	1/445	6.036422e-01	7.143762e-01	1.622660e+00	8.190757e-01	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	3/300	2.349272e-02	1.595463e-01	6.004863e+00	2.252463e+01	TNFSF10;IFIT5;TRIM22
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	1/214	3.574885e-01	5.372181e-01	3.419411e+00	3.517385e+00	NLN
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	1/653	7.447358e-01	8.133973e-01	1.093293e+00	3.222214e-01	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	1/179	3.090479e-01	5.062268e-01	4.097330e+00	4.811327e+00	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	2/1039	6.371321e-01	7.387976e-01	1.151651e+00	5.191392e-01	APOBEC3A;CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_HOMEOSTASIS	1/254	4.088007e-01	5.726851e-01	2.873867e+00	2.570754e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_METABOLIC_PROCESS	2/569	3.269239e-01	5.174899e-01	2.159220e+00	2.414068e+00	OAS1;NLN
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1/119	2.175983e-01	4.297310e-01	6.191155e+00	9.442159e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	1/19	3.832487e-02	1.898137e-01	3.986213e+01	1.300166e+02	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	1/93	1.743996e-01	3.863928e-01	7.942046e+00	1.387004e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_CATABOLIC_PROCESS	5/1613	2.338877e-01	4.339686e-01	1.717325e+00	2.495126e+00	OAS2;SLCO2B1;TRIM22;APOBEC3A;PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	1/789	8.090608e-01	8.632727e-01	8.981723e-01	1.903059e-01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_DEFENSE_RESPONSE	1/52	1.015128e-01	3.026947e-01	1.429507e+01	3.270099e+01	MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_HOMEOSTASIS	1/819	8.209574e-01	8.712034e-01	8.638603e-01	1.704259e-01	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	1/1005	8.801255e-01	9.112740e-01	6.968704e-01	8.898388e-02	HACD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPIRATION	1/243	3.951024e-01	5.635361e-01	3.005951e+00	2.791357e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	1/265	4.221963e-01	5.849372e-01	2.752770e+00	2.373672e+00	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	1/318	4.827007e-01	6.345220e-01	2.286913e+00	1.665692e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_DSRNA	1/23	4.620882e-02	2.061372e-01	3.276878e+01	1.007504e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	1/17	3.435910e-02	1.816953e-01	4.469850e+01	1.506737e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	1/345	5.111020e-01	6.528647e-01	2.104701e+00	1.412646e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1/280	4.399871e-01	6.007854e-01	2.602998e+00	2.137087e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	3/27	2.268197e-05	6.635796e-04	7.395619e+01	7.908831e+02	MNDA;OAS1;PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	1/110	2.029004e-01	4.123565e-01	6.703139e+00	1.069178e+01	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_LIPID	1/612	7.215002e-01	7.981533e-01	1.169142e+00	3.816343e-01	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	1/695	7.665755e-01	8.306219e-01	1.024879e+00	2.724355e-01	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	1/550	6.823984e-01	7.726888e-01	1.305341e+00	4.988250e-01	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	1/256	4.112585e-01	5.748481e-01	2.851074e+00	2.533274e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	1/1299	9.369454e-01	9.497803e-01	5.304904e-01	3.455098e-02	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STARVATION	1/178	3.076128e-01	5.051917e-01	4.120628e+00	4.857863e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STRESS	4/1966	5.847669e-01	7.046329e-01	1.097841e+00	5.890380e-01	EIF2AK2;MNDA;PNPT1;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	1/109	2.012507e-01	4.116641e-01	6.765269e+00	1.084610e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	2/119	2.482268e-02	1.595463e-01	1.067726e+01	3.946312e+01	PARP9;CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	1/89	1.675504e-01	3.763901e-01	8.302725e+00	1.483258e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_VIRUS	2/88	1.408379e-02	1.239768e-01	1.452706e+01	6.192495e+01	IFI6;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS	1/192	3.274420e-01	5.174899e-01	3.816604e+00	4.261027e+00	SLCO2B1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_SENESCENCE	1/110	2.029004e-01	4.123565e-01	6.703139e+00	1.069178e+01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION	3/1109	4.001902e-01	5.675753e-01	1.546263e+00	1.416091e+00	TNFSF13B;MNDA;RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ADHESION	2/1531	8.333713e-01	8.802528e-01	7.603070e-01	1.385857e-01	TNFSF13B;SIGLEC1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_ADHESION	2/962	5.944049e-01	7.094510e-01	1.249180e+00	6.498167e-01	TNFSF13B;SIGLEC1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_SIGNALING	2/1713	8.780404e-01	9.106140e-01	6.725512e-01	8.747385e-02	CCL8;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CHEMOTAXIS	1/325	4.902148e-01	6.390572e-01	2.236762e+00	1.594613e+00	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE	4/1841	5.307301e-01	6.630173e-01	1.180911e+00	7.481094e-01	PNPT1;PARP9;MX2;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	1/192	3.274420e-01	5.174899e-01	3.816604e+00	4.261027e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PHASE_TRANSITION	1/574	6.981314e-01	7.827534e-01	1.249125e+00	4.488707e-01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PROCESS	1/1323	9.401945e-01	9.523065e-01	5.201742e-01	3.207839e-02	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_MATRIX_ADHESION	1/239	3.900449e-01	5.614147e-01	3.057002e+00	2.878147e+00	SIGLEC1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_MOTILITY	2/1813	8.977403e-01	9.234320e-01	6.318399e-01	6.815938e-02	PARP9;CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PART_MORPHOGENESIS	1/680	7.589933e-01	8.242759e-01	1.048342e+00	2.890931e-01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SUBSTRATE_ADHESION	1/356	5.222318e-01	6.601398e-01	2.038402e+00	1.324235e+00	SIGLEC1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1/72	1.378185e-01	3.420577e-01	1.028583e+01	2.038463e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMICAL_HOMEOSTASIS	2/1037	6.360663e-01	7.387976e-01	1.154001e+00	5.221304e-01	OAS1;CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	1/11	2.236588e-02	1.563127e-01	7.026221e+01	2.670117e+02	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	2/20	7.632937e-04	1.200279e-02	6.816251e+01	4.892615e+02	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_PRODUCTION	3/105	1.301147e-03	1.860049e-02	1.760631e+01	1.169853e+02	EIF2AK2;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CIRCULATORY_SYSTEM_PROCESS	1/602	7.155274e-01	7.944691e-01	1.189211e+00	3.980708e-01	SLCO2B1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	1/48	9.407481e-02	2.943933e-01	1.550207e+01	3.664169e+01	SIGLEC1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CLEARANCE_OF_FOREIGN_INTRACELLULAR_NUCLEIC_ACIDS	1/6	1.226070e-02	1.155976e-01	1.341715e+02	5.905364e+02	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTIDINE_METABOLIC_PROCESS	1/12	2.437479e-02	1.595463e-01	6.414915e+01	2.382631e+02	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTIDINE_TO_URIDINE_EDITING	1/12	2.437479e-02	1.595463e-01	6.414915e+01	2.382631e+02	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	11/512	4.317903e-09	2.586630e-07	1.471989e+01	2.835124e+02	TNFSF13B;OAS2;PARP9;USP18;OAS3;OASL;ISG15;OAS1;CCL8;MX1;IFITM3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION	8/883	3.649814e-04	6.559238e-03	5.545183e+00	4.389381e+01	RSAD2;OAS2;XAF1;OAS3;ISG15;OAS1;SIGLEC1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1/123	2.240456e-01	4.329483e-01	5.987755e+00	8.957118e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	6/150	5.836685e-07	2.368565e-05	2.515576e+01	3.610841e+02	RSAD2;DDX60;OAS3;OASL;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE	27/1855	7.902152e-19	8.284090e-17	1.961783e+01	8.177101e+02	OAS2;MNDA;OAS3;IFIT1;IFIT5;MX1;IFITM3;EIF2AK2;MX2;TRIM14;DDX60;PARP9;TRIM22;APOBEC3A;HERC5;OASL;IFI44L;RSAD2;IFIT2;USP18;CD163;ISG15;OAS1;SIGLEC1;CCL8;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	4/334	4.772653e-03	5.664149e-02	7.127743e+00	3.809674e+01	ISG15;OAS2;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	25/1235	1.435390e-20	2.257150e-18	2.477255e+01	1.131865e+03	OAS2;MNDA;OAS3;IFIT1;IFIT5;MX1;IFITM3;EIF2AK2;MX2;TRIM14;DDX60;PARP9;TRIM22;APOBEC3A;HERC5;OASL;IFI44L;RSAD2;IFIT2;USP18;ISG15;OAS1;CCL8;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	22/338	7.954884e-29	5.003622e-26	7.347829e+01	4.754132e+03	OAS2;OAS3;IFIT1;IFIT5;MX1;IFITM3;EIF2AK2;MX2;DDX60;PARP9;TRIM22;APOBEC3A;HERC5;OASL;IFI44L;RSAD2;IFIT2;USP18;ISG15;OAS1;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEMETHYLATION	1/55	1.070521e-01	3.026947e-01	1.350610e+01	3.017855e+01	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEOXYRIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	1/5	1.022748e-02	1.046030e-01	1.639958e+02	7.515397e+02	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	1/15	3.037739e-02	1.721385e-01	5.086905e+01	1.777394e+02	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	1/43	8.469290e-02	2.781819e-01	1.733031e+01	4.278373e+01	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	1/1000	8.788194e-01	9.106712e-01	7.005465e-01	9.049371e-02	TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	1/238	3.887741e-01	5.608690e-01	3.070033e+00	2.900435e+00	TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_CYTOSINE_DEAMINATION	1/9	1.833596e-02	1.389557e-01	8.680343e+01	3.471174e+02	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_DAMAGE_RESPONSE	2/881	5.457195e-01	6.750394e-01	1.370207e+00	8.298664e-01	MNDA;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_DEALKYLATION	1/38	7.521628e-02	2.635713e-01	1.964608e+01	5.083201e+01	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_DEAMINATION	1/13	2.637967e-02	1.595463e-01	5.901418e+01	2.145261e+02	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	1/135	2.430782e-01	4.444656e-01	5.450144e+00	7.708532e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_METABOLIC_PROCESS	2/1037	6.360663e-01	7.387976e-01	1.154001e+00	5.221304e-01	APOBEC3A;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_MODIFICATION	1/103	1.912828e-01	4.025550e-01	7.163507e+00	1.184846e+01	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DNA_REPAIR	1/598	7.131035e-01	7.924772e-01	1.197426e+00	4.048841e-01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DOUBLE_STRAND_BREAK_REPAIR	1/307	4.706742e-01	6.259072e-01	2.370351e+00	1.786271e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DTTP_METABOLIC_PROCESS	1/5	1.022748e-02	1.046030e-01	1.639958e+02	7.515397e+02	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOCYTOSIS	2/709	4.303814e-01	5.930118e-01	1.719104e+00	1.449348e+00	SIGLEC1;CD163
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOCYTOSIS_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL	1/13	2.637967e-02	1.595463e-01	5.901418e+01	2.145261e+02	SIGLEC1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2/47	4.193339e-03	5.121573e-02	2.767590e+01	1.515050e+02	RSAD2;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1/75	1.431395e-01	3.476245e-01	9.870104e+00	1.918685e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	1/337	5.028492e-01	6.481397e-01	2.155642e+00	1.481928e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENTRY_INTO_HOST	4/164	3.496543e-04	6.374857e-03	1.480796e+01	1.178501e+02	IFITM3;LY6E;SIGLEC1;TRIM22
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1/1022	8.844646e-01	9.150136e-01	6.846410e-01	8.405525e-02	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EOSINOPHIL_MIGRATION	1/31	6.178813e-02	2.399243e-01	2.416373e+01	6.727288e+01	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERBB_SIGNALING_PATHWAY	1/125	2.272498e-01	4.335686e-01	5.890956e+00	8.728663e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERK1_AND_ERK2_CASCADE	1/345	5.111020e-01	6.528647e-01	2.104701e+00	1.412646e+00	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERYTHROCYTE_HOMEOSTASIS	1/141	2.524230e-01	4.529931e-01	5.215775e+00	7.180292e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	3/1696	6.888644e-01	7.772120e-01	9.779471e-01	3.644915e-01	RSAD2;IFIT1;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	2/160	4.267459e-02	1.988320e-01	7.898521e+00	2.491313e+01	PNPT1;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXOCYTOSIS	1/352	5.182135e-01	6.587475e-01	2.062031e+00	1.355513e+00	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXPORT_FROM_CELL	2/910	5.635861e-01	6.910247e-01	1.324397e+00	7.594555e-01	RSAD2;CCL8
