Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_AMIDE_METABOLIC_PROCESS	3/1301	8.181271e-01	8.751701e-01	7.812183e-01	1.568199e-01	EIF2AK2;PNPT1;SHFL
c5.all.v2023.2.Hs.symbols.gmt	GOBP_AMIDE_TRANSPORT	1/357	7.001455e-01	7.876636e-01	1.243126e+00	4.431336e-01	CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	4/1259	6.127114e-01	7.216168e-01	1.058222e+00	5.183819e-01	TYMP;STAT1;RNF213;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANIMAL_ORGAN_MORPHOGENESIS	1/1042	9.721232e-01	9.833069e-01	4.102201e-01	1.159803e-02	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANIMAL_ORGAN_REGENERATION	1/64	1.928855e-01	3.717030e-01	7.086431e+00	1.166184e+01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	2/205	1.495388e-01	3.277524e-01	3.716361e+00	7.061827e+00	GBP1;CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	9/48	4.367207e-14	4.537925e-12	8.246813e+01	2.536890e+03	IFIT2;USP18;ZBP1;IFIT1;OAS1;IFIH1;MX1;EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	3/109	5.789909e-03	7.040283e-02	1.015177e+01	5.229828e+01	IFI6;IFIT2;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_PROCESS	15/1965	1.721402e-03	2.684174e-02	2.747899e+00	1.748932e+01	IFIT2;CD38;STAT1;IRF7;IFI6;XAF1;LGALS9;HSH2D;ZBP1;TNFSF10;MX1;PLSCR1;EIF2AK2;IFIT3;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_SIGNALING_PATHWAY	4/622	1.536582e-01	3.323203e-01	2.223456e+00	4.164588e+00	IFI6;CD38;TNFSF10;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	8/213	5.302592e-07	2.164594e-05	1.381688e+01	1.996526e+02	IFITM1;TRIM22;LGALS9;IFITM2;LY6E;IFIT1;PLSCR1;IFITM3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	50/1759	1.731169e-39	9.893629e-37	3.374036e+01	3.011395e+03	DDX60L;IFITM1;HERC6;OAS2;GBP1;ZBP1;LY6E;NT5C3A;NMI;STAT2;SP100;RTP4;OAS3;SHFL;SAMD9;IFIT1;ISG20;RNF213;IFIT5;MX1;IFITM3;EIF2AK2;MX2;DDX60;PARP14;STAT1;IRF7;TRIM22;PARP9;IFI44;BST2;IFITM2;HERC5;OASL;IFIH1;PLSCR1;DTX3L;IFI44L;IFIT2;RSAD2;USP18;IRF9;UBE2L6;LGALS9;CMPK2;IFI35;ISG15;OAS1;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	8/323	1.164273e-05	3.502011e-04	8.948047e+00	1.016572e+02	IFITM1;TRIM22;LGALS9;IFITM2;LY6E;IFIT1;PLSCR1;IFITM3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	1/174	4.424812e-01	5.967623e-01	2.578849e+00	2.102683e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BLOOD_VESSEL_MORPHOGENESIS	4/709	2.115063e-01	3.901253e-01	1.940243e+00	3.014169e+00	TYMP;STAT1;RNF213;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BODY_FLUID_SECRETION	1/92	2.652788e-01	4.482094e-01	4.910789e+00	6.516489e+00	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BONE_MINERALIZATION	1/122	3.357535e-01	5.130565e-01	3.692506e+00	4.029920e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BONE_REMODELING	1/89	2.578389e-01	4.388830e-01	5.078045e+00	6.882885e+00	CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BONE_RESORPTION	1/65	1.955880e-01	3.735289e-01	6.976203e+00	1.138338e+01	CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_ACTIVATION	2/278	2.374380e-01	4.181932e-01	2.724794e+00	3.917841e+00	BST2;CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_APOPTOTIC_PROCESS	1/27	8.635882e-02	2.527737e-01	1.701316e+01	4.166939e+01	HSH2D
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_MEDIATED_IMMUNITY	1/199	4.875937e-01	6.297251e-01	2.251128e+00	1.616924e+00	IRF7
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_PROLIFERATION	1/104	2.943109e-01	4.751376e-01	4.338726e+00	5.306776e+00	CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1/77	2.273305e-01	4.059980e-01	5.878249e+00	8.707747e+00	CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CALCIUM_MEDIATED_SIGNALING	1/210	5.062859e-01	6.419133e-01	2.131709e+00	1.450956e+00	GBP1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	6/300	4.893591e-04	9.561324e-03	7.091938e+00	5.405768e+01	STAT1;TRIM22;BST2;LGALS9;TNFSF10;IFIT5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	1/653	8.914255e-01	9.317781e-01	6.686447e-01	7.684960e-02	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	1/179	4.518060e-01	6.029355e-01	2.505961e+00	1.990992e+00	TYMP
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	3/1039	6.810789e-01	7.731993e-01	9.928452e-01	3.813291e-01	TYMP;CMPK2;NT5C3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_HOMEOSTASIS	1/254	5.745707e-01	6.949569e-01	1.757672e+00	9.739824e-01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_METABOLIC_PROCESS	1/569	8.549123e-01	9.039452e-01	7.708781e-01	1.208401e-01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	2/119	6.001842e-02	2.212919e-01	6.465237e+00	1.818738e+01	RSAD2;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	1/19	6.156678e-02	2.212919e-01	2.438026e+01	6.796323e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	2/93	3.862764e-02	1.903427e-01	8.313541e+00	2.705049e+01	RSAD2;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	1/22	7.094047e-02	2.336215e-01	2.097512e+01	5.549837e+01	LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	1/10	3.288343e-02	1.781316e-01	4.749939e+01	1.622003e+02	LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_CATABOLIC_PROCESS	7/1613	2.911655e-01	4.743172e-01	1.421030e+00	1.753357e+00	OAS2;TRIM22;TYMP;ISG20;RNF213;PNPT1;DTX3L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_COMPONENT_DISASSEMBLY	1/502	8.173364e-01	8.747336e-01	8.769737e-01	1.768896e-01	SHFL
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	1/789	9.322847e-01	9.608669e-01	5.493062e-01	3.851573e-02	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_HOMEOSTASIS	1/819	9.390103e-01	9.643206e-01	5.283204e-01	3.324656e-02	MT2A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	2/1005	8.555121e-01	9.041612e-01	7.222556e-01	1.127117e-01	RNF213;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	1/28	8.941212e-02	2.581074e-01	1.639366e+01	3.958247e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	1/127	3.468337e-01	5.195687e-01	3.545638e+00	3.754511e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPIRATION	1/243	5.584262e-01	6.844838e-01	1.838456e+00	1.071145e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	1/265	5.901337e-01	7.040948e-01	1.683607e+00	8.879446e-01	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION	1/37	1.164436e-01	2.893370e-01	1.234565e+01	2.654745e+01	MT2A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	1/318	6.576040e-01	7.565590e-01	1.398682e+00	5.862608e-01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_COPPER_ION	1/26	8.329544e-02	2.482573e-01	1.768126e+01	4.394432e+01	MT2A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_DSRNA	2/23	2.651844e-03	3.696412e-02	3.550906e+01	2.106575e+02	IFIT1;IFIH1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	2/17	1.444006e-03	2.341134e-02	4.926975e+01	3.222406e+02	IFIT1;IFIH1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	1/345	6.876426e-01	7.781936e-01	1.287238e+00	4.820527e-01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1/280	6.104560e-01	7.204452e-01	1.592004e+00	7.857322e-01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	1/612	8.749020e-01	9.182855e-01	7.150355e-01	9.555979e-02	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	1/229	5.370038e-01	6.660828e-01	1.952522e+00	1.213981e+00	MT2A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	1/208	5.029380e-01	6.394418e-01	2.152480e+00	1.479374e+00	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	4/27	1.871121e-06	6.580588e-05	6.037208e+01	7.962457e+02	IFITM2;OAS1;PNPT1;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	2/110	5.222587e-02	2.105614e-01	7.004790e+00	2.067938e+01	GBP1;ZBP1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_LIPID	1/612	8.749020e-01	9.182855e-01	7.150355e-01	9.555979e-02	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	3/695	4.107501e-01	5.727313e-01	1.513860e+00	1.346987e+00	IFIT1;IFIH1;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	3/550	2.781565e-01	4.624478e-01	1.929622e+00	2.469089e+00	IFIT1;IFIH1;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	1/256	5.774430e-01	6.965882e-01	1.743731e+00	9.575622e-01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	2/1299	9.367359e-01	9.625293e-01	5.496791e-01	3.592368e-02	CMPK2;STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	1/379	7.218006e-01	8.018959e-01	1.169519e+00	3.812705e-01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	1/312	6.505519e-01	7.503339e-01	1.426070e+00	6.131163e-01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STARVATION	1/178	4.499534e-01	6.025738e-01	2.520210e+00	2.012668e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STRESS	7/1966	4.878579e-01	6.297251e-01	1.141938e+00	8.196047e-01	PARP9;IRF7;LGALS9;PNPT1;EIF2AK2;DTX3L;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	1/109	3.060715e-01	4.860532e-01	4.137713e+00	4.898789e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	6/119	2.820334e-06	9.653868e-05	1.857576e+01	2.373732e+02	PARP14;STAT1;PARP9;GBP1;LGALS9;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	1/89	2.578389e-01	4.388830e-01	5.078045e+00	6.882885e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_VIRUS	4/88	2.134450e-04	4.868967e-03	1.673705e+01	1.414637e+02	IFI6;OAS1;IFIH1;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ZINC_ION	1/24	7.713831e-02	2.405705e-01	1.918803e+01	4.916270e+01	MT2A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_SENESCENCE	1/110	3.084004e-01	4.882295e-01	4.099713e+00	4.822724e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION	8/1109	3.063056e-02	1.749696e-01	2.457483e+00	8.566189e+00	RSAD2;BST2;LGALS9;HSH2D;IFI35;NMI;PLSCR1;CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	3/307	8.309040e-02	2.482573e-01	3.514207e+00	8.742736e+00	IFI35;NMI;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ADHESION	2/1531	9.682138e-01	9.810890e-01	4.603300e-01	1.486976e-02	GBP1;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_ADHESION	1/962	9.630434e-01	9.789766e-01	4.462867e-01	1.680573e-02	LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_SIGNALING	3/1713	9.332854e-01	9.610318e-01	5.795615e-01	4.001536e-02	RNF213;TNFSF10;CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_SIGNALING_BY_WNT	1/462	7.904933e-01	8.527927e-01	9.550001e-01	2.245187e-01	RNF213
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CHEMOTAXIS	1/325	6.656543e-01	7.616045e-01	1.368008e+00	5.567584e-01	LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE	6/1841	5.863889e-01	7.014574e-01	1.046162e+00	5.584122e-01	PARP9;HERC5;PNPT1;PLSCR1;DTX3L;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	2/192	1.346798e-01	3.119332e-01	3.972658e+00	7.964604e+00	DTX3L;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PHASE_TRANSITION	2/574	5.749537e-01	6.950524e-01	1.295637e+00	7.170905e-01	DTX3L;PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PROCESS	3/1323	8.270219e-01	8.798266e-01	7.672700e-01	1.457230e-01	DTX3L;PARP9;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1/57	1.737165e-01	3.520532e-01	7.967277e+00	1.394537e+01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	1/23	7.404449e-02	2.354182e-01	2.004186e+01	5.217075e+01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_GROWTH	2/500	5.000289e-01	6.385845e-01	1.493812e+00	1.035345e+00	BST2;CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_KILLING	2/225	1.729971e-01	3.515302e-01	3.380278e+00	5.930631e+00	GBP1;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_MOTILITY	6/1813	5.708814e-01	6.919591e-01	1.064061e+00	5.964847e-01	IFITM1;STAT1;PARP9;BST2;LGALS9;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PART_MORPHOGENESIS	1/680	9.011130e-01	9.363383e-01	6.411520e-01	6.675974e-02	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PROJECTION_ORGANIZATION	1/1623	9.965354e-01	9.969715e-01	2.549970e-01	8.849890e-04	CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1/23	7.404449e-02	2.354182e-01	2.004186e+01	5.217075e+01	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PROLIFERATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	1/10	3.288343e-02	1.781316e-01	4.749939e+01	1.622003e+02	STAT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SUBSTRATE_ADHESION	1/356	6.991227e-01	7.872879e-01	1.246688e+00	4.462260e-01	GBP1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	4/72	9.800647e-05	2.489364e-03	2.066352e+01	1.907342e+02	IFI35;OAS1;NMI;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMICAL_HOMEOSTASIS	2/1037	8.675502e-01	9.141920e-01	6.987191e-01	9.927536e-02	OAS1;MT2A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	1/11	3.611262e-02	1.842711e-01	4.297342e+01	1.427196e+02	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	2/20	2.004386e-03	2.900017e-02	4.127368e+01	2.564093e+02	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_PRODUCTION	4/105	4.193851e-04	8.509233e-03	1.392154e+01	1.082640e+02	EIF2AK2;OAS1;LGALS9;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMATIN_REMODELING	1/638	8.856459e-01	9.270085e-01	6.849248e-01	8.317591e-02	DTX3L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_ORGANIZATION	1/630	8.824407e-01	9.249241e-01	6.939247e-01	8.678478e-02	SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEGREGATION	1/441	7.748825e-01	8.411118e-01	1.001637e+00	2.554613e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEPARATION	1/81	2.376347e-01	4.181932e-01	5.585007e+00	8.025769e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	4/1224	5.900078e-01	7.040948e-01	1.090667e+00	5.754570e-01	TYMP;STAT1;RNF213;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CIRCULATORY_SYSTEM_PROCESS	2/602	6.011498e-01	7.127145e-01	1.233388e+00	6.276849e-01	STAT1;CD38
c5.all.v2023.2.Hs.symbols.gmt	GOBP_COPPER_ION_HOMEOSTASIS	1/20	6.470164e-02	2.261589e-01	2.312880e+01	6.332593e+01	MT2A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	18/512	4.248682e-14	4.537925e-12	1.490042e+01	4.587777e+02	PARP14;IFITM1;OAS2;STAT1;IRF7;PARP9;USP18;IFITM2;OAS3;ZBP1;OASL;ISG15;OAS1;IFIH1;MX1;IFITM3;STAT2;SP100
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION	14/883	9.853870e-07	3.692778e-05	6.004584e+00	8.304478e+01	RSAD2;OAS2;STAT1;IRF7;GBP1;XAF1;OAS3;BST2;LGALS9;ISG15;OAS1;NMI;IFIH1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	2/123	6.360296e-02	2.261589e-01	6.251094e+00	1.722236e+01	RSAD2;BST2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOLYSIS	1/7	2.313183e-02	1.481214e-01	6.943292e+01	2.615223e+02	GBP1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOSKELETON_ORGANIZATION	1/1527	9.950875e-01	9.968318e-01	2.724960e-01	1.341929e-03	BST2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	8/150	3.572274e-08	1.666575e-06	1.999076e+01	3.427910e+02	RSAD2;DDX60;IRF7;OAS3;OASL;OAS1;IFIH1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE	46/1855	1.278975e-32	4.872895e-30	2.319844e+01	1.703616e+03	DDX60L;IFITM1;OAS2;GBP1;ZBP1;NT5C3A;NMI;STAT2;SP100;RTP4;OAS3;SHFL;SAMD9;IFIT1;ISG20;RNF213;IFIT5;MX1;IFITM3;EIF2AK2;MX2;DDX60;PARP14;STAT1;IRF7;TRIM22;PARP9;BST2;IFITM2;HERC5;OASL;IFIH1;PLSCR1;DTX3L;IFI44L;IFIT2;RSAD2;USP18;IRF9;UBE2L6;LGALS9;IFI35;ISG15;OAS1;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	6/334	8.578188e-04	1.521068e-02	6.346610e+00	4.481416e+01	OAS2;GBP1;OAS3;ISG15;OAS1;RNF213
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_FUNGUS	1/56	1.709418e-01	3.489044e-01	8.111251e+00	1.432797e+01	ZBP1
