Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENTRY_INTO_HOST	3/164	6.014091e-04	5.525446e-03	2.389659e+01	1.772228e+02	IFITM3;LY6E;IFITM2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1/1022	6.599013e-01	7.093638e-01	1.388343e+00	5.770855e-01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERBB_SIGNALING_PATHWAY	1/125	1.208794e-01	2.403065e-01	1.194532e+01	2.524000e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERYTHROCYTE_HOMEOSTASIS	1/141	1.353098e-01	2.541922e-01	1.057624e+01	2.115447e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	3/1696	2.503175e-01	3.670491e-01	2.097963e+00	2.905731e+00	RSAD2;IFIT1;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	1/160	1.521536e-01	2.744365e-01	9.307210e+00	1.752422e+01	MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXPORT_FROM_CELL	1/910	6.161287e-01	6.697644e-01	1.568783e+00	7.597605e-01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1/229	2.107393e-01	3.304392e-01	6.473489e+00	1.008009e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLAND_DEVELOPMENT	1/444	3.696166e-01	4.714416e-01	3.297979e+00	3.282443e+00	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLUCOSE_METABOLIC_PROCESS	1/193	1.806702e-01	3.070349e-01	7.698501e+00	1.317277e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS	1/35	3.534980e-02	1.208470e-01	4.330769e+01	1.447543e+02	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS	1/82	8.095565e-02	1.904077e-01	1.828834e+01	4.597422e+01	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	1/133	1.281230e-01	2.453951e-01	1.121945e+01	2.305333e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1/36	3.634214e-02	1.221096e-01	4.208559e+01	1.395044e+02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	1/36	3.634214e-02	1.221096e-01	4.208559e+01	1.395044e+02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOPOIESIS	3/950	7.106982e-02	1.787201e-01	3.907230e+00	1.033108e+01	EIF2AK2;ISG15;RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HETEROCYCLE_CATABOLIC_PROCESS	2/545	1.066701e-01	2.248102e-01	4.702877e+00	1.052510e+01	APOBEC3A;OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	1/317	2.798903e-01	3.927816e-01	4.652206e+00	5.923921e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTATIC_PROCESS	2/1734	5.423978e-01	6.113421e-01	1.382590e+00	8.458075e-01	ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_EFFECTOR_PROCESS	1/700	5.192439e-01	5.916965e-01	2.062847e+00	1.351952e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	1/348	3.028489e-01	4.131674e-01	4.230327e+00	5.053215e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	4/504	1.543786e-03	1.243488e-02	1.033012e+01	6.687224e+01	EIF2AK2;OAS1;RSAD2;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	1/44	4.424599e-02	1.348013e-01	3.433156e+01	1.070455e+02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_RESPONSE	1/890	6.077692e-01	6.634814e-01	1.605785e+00	7.996170e-01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE	16/977	5.723287e-18	3.739214e-16	7.053614e+01	2.800425e+03	IFIT2;RSAD2;OAS2;IFITM3;APOBEC3A;IFI6;IFITM2;OAS3;HERC5;IFIT1;ISG15;OAS1;MX1;EIF2AK2;IFIT3;MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	1/93	9.132957e-02	2.057540e-01	1.610437e+01	3.854227e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1/113	1.099069e-01	2.283577e-01	1.322769e+01	2.920836e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_BETA_PRODUCTION	4/59	3.547886e-07	8.692321e-06	9.534398e+01	1.416024e+03	ISG15;OAS2;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	6/107	8.686615e-10	3.004547e-08	8.548819e+01	1.783631e+03	OAS2;IFITM2;OAS3;ISG15;OAS1;IFITM3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_10_PRODUCTION	1/65	6.470164e-02	1.698418e-01	2.312880e+01	6.332593e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY	3/7	3.232117e-08	1.000255e-06	8.646000e+02	1.491223e+04	OAS1;OAS2;MX1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	4/357	4.262114e-04	4.247666e-03	1.473923e+01	1.143849e+02	EIF2AK2;OAS1;RSAD2;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRACELLULAR_TRANSPORT	1/1602	8.204854e-01	8.289440e-01	8.576815e-01	1.697001e-01	MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1/319	2.813929e-01	3.930143e-01	4.622509e+00	5.861357e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IP_10_PRODUCTION	2/5	9.999050e-06	1.679840e-04	7.511390e+02	8.647879e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ISG15_PROTEIN_CONJUGATION	2/6	1.498933e-05	2.259930e-04	5.841892e+02	6.489274e+03	ISG15;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LACTATION	1/42	4.227582e-02	1.322244e-01	3.598981e+01	1.138552e+02	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LEUKOCYTE_DIFFERENTIATION	1/620	4.765546e-01	5.615514e-01	2.339169e+00	1.733729e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	1/458	3.788304e-01	4.790372e-01	3.194704e+00	3.100992e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LYMPHOCYTE_ACTIVATION	1/796	5.661092e-01	6.316360e-01	1.804622e+00	1.026773e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	1/358	3.101053e-01	4.217917e-01	4.109844e+00	4.811983e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	3/1419	1.750557e-01	3.027434e-01	2.547335e+00	4.439116e+00	ISG15;OAS2;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MAMMARY_GLAND_DEVELOPMENT	1/133	1.281230e-01	2.453951e-01	1.121945e+01	2.305333e+01	OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MAPK_CASCADE	1/779	5.581395e-01	6.251162e-01	1.845709e+00	1.076319e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MDA_5_SIGNALING_PATHWAY	1/11	1.124043e-02	5.954390e-02	1.424725e+02	6.394506e+02	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MEMBRANE_DEPOLARIZATION	1/80	7.905744e-02	1.885843e-01	1.875036e+01	4.758056e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MITOCHONDRIAL_DEPOLARIZATION	1/23	2.336579e-02	9.159389e-02	6.644615e+01	2.496038e+02	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MITOCHONDRION_ORGANIZATION	2/553	1.093005e-01	2.283577e-01	4.632697e+00	1.025519e+01	IFIT2;IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	3/56	2.478998e-05	3.555246e-04	7.254019e+01	7.692938e+02	IFITM3;LY6E;IFITM2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	2/21	2.079203e-04	2.264021e-03	1.347089e+02	1.142110e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	1/482	3.943286e-01	4.902013e-01	3.031632e+00	2.821148e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	1/261	2.365846e-01	3.539739e-01	5.668832e+00	8.171336e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MRNA_TRANSPORT	1/126	1.217880e-01	2.403065e-01	1.184952e+01	2.494886e+01	MX2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	1/73	7.238431e-02	1.795864e-01	2.056817e+01	5.400719e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	2/815	2.031407e-01	3.219588e-01	3.097144e+00	4.936404e+00	ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYELOID_CELL_DIFFERENTIATION	1/432	3.616159e-01	4.673190e-01	3.391835e+00	3.450083e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYELOID_CELL_HOMEOSTASIS	1/174	1.643648e-01	2.911040e-01	8.549989e+00	1.543843e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	1/345	3.006578e-01	4.111321e-01	4.267835e+00	5.129009e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1/243	2.221473e-01	3.410511e-01	6.095321e+00	9.169891e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	1/17	1.732088e-02	7.488732e-02	9.063636e+01	3.676068e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_BINDING	2/122	6.867999e-03	4.296153e-02	2.168611e+01	1.080159e+02	IFIT2;IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	2/481	8.633392e-02	1.998596e-01	5.348618e+00	1.310161e+01	IFI6;IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	2/957	2.576217e-01	3.742353e-01	2.616785e+00	3.549048e+00	EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	1/5	5.124253e-03	3.586977e-02	3.325385e+02	1.753732e+03	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	2/6	1.498933e-05	2.259930e-04	5.841892e+02	6.489274e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	2/31	4.575685e-04	4.484171e-03	8.899908e+01	6.843659e+02	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	1/65	6.470164e-02	1.698418e-01	2.312880e+01	6.332593e+01	IFI6
