Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	7/48	5.795813e-14	4.329473e-12	2.263642e+02	6.899366e+03	IFIT2;USP18;IFIT1;OAS1;MX1;EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	2/109	6.663397e-03	5.567342e-02	2.194952e+01	1.099918e+02	IFIT2;IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_PROCESS	7/1965	4.587182e-03	4.178811e-02	4.322968e+00	2.327697e+01	IFIT2;IFI6;XAF1;PLSCR1;MX1;EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_SIGNALING_PATHWAY	1/622	5.105274e-01	5.976094e-01	2.114296e+00	1.421464e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	2/213	2.381598e-02	1.244094e-01	1.109641e+01	4.147170e+01	IFIT1;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	18/1759	7.573592e-16	9.429122e-14	4.181813e+01	1.455969e+03	RSAD2;DDX60;IFIT2;USP18;HERC6;IFI44;IFI6;OAS3;HERC5;OASL;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;IFI44L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	2/323	5.092508e-02	1.813575e-01	7.258089e+00	2.161023e+01	IFIT1;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	1/174	1.792442e-01	3.218640e-01	7.753837e+00	1.332889e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BONE_MINERALIZATION	1/122	1.291729e-01	2.764817e-01	1.110221e+01	2.272183e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_HOMEOSTASIS	1/254	2.509477e-01	3.771790e-01	5.284849e+00	7.306360e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_METABOLIC_PROCESS	1/569	4.793300e-01	5.754608e-01	2.317911e+00	1.704513e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1/119	1.261969e-01	2.764817e-01	1.138505e+01	2.356604e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	1/19	2.125415e-02	1.148098e-01	7.330295e+01	2.823046e+02	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	1/93	9.999550e-02	2.441067e-01	1.460478e+01	3.362940e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	1/1005	6.884409e-01	7.243174e-01	1.281547e+00	4.784345e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	1/28	3.117074e-02	1.473705e-01	4.929006e+01	1.709515e+02	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	1/127	1.341113e-01	2.775100e-01	1.066063e+01	2.141812e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_DSRNA	1/23	2.567343e-02	1.278537e-01	6.025891e+01	2.206861e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	1/17	1.903735e-02	1.093915e-01	8.219662e+01	3.256098e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	1/345	3.252392e-01	4.532718e-01	3.870422e+00	4.347236e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1/280	2.729347e-01	4.013429e-01	4.786745e+00	6.215698e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	1/27	3.007366e-02	1.440065e-01	5.115270e+01	1.792445e+02	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	1/695	5.505884e-01	6.288831e-01	1.884726e+00	1.124743e+00	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	1/550	4.676908e-01	5.689984e-01	2.400470e+00	1.824232e+00	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STARVATION	1/178	1.829798e-01	3.246697e-01	7.577530e+00	1.286952e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STRESS	1/1966	9.038882e-01	9.038882e-01	6.208433e-01	6.273596e-02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	1/109	1.162068e-01	2.646539e-01	1.244079e+01	2.677735e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	1/89	9.589855e-02	2.400901e-01	1.526803e+01	3.579536e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_VIRUS	2/88	4.396069e-03	4.054153e-02	2.730791e+01	1.482012e+02	IFI6;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION	2/1109	3.589605e-01	4.827616e-01	2.020426e+00	2.070013e+00	RSAD2;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE	2/1841	6.291494e-01	6.860943e-01	1.167901e+00	5.411896e-01	PLSCR1;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PROCESS	1/1323	7.874162e-01	8.035518e-01	9.566185e-01	2.286302e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1/72	7.828703e-02	2.182105e-01	1.891478e+01	4.818301e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMICAL_HOMEOSTASIS	1/1037	7.001080e-01	7.334932e-01	1.239828e+00	4.420242e-01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	1/11	1.235813e-02	8.027412e-02	1.292060e+02	5.676589e+02	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	2/20	2.285715e-04	2.510925e-03	1.281312e+02	1.074208e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_PRODUCTION	3/105	2.176046e-04	2.462888e-03	3.388981e+01	2.857870e+02	EIF2AK2;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEGREGATION	1/441	3.959673e-01	5.091008e-01	3.011720e+00	2.790129e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMOSOME_SEPARATION	1/81	8.765117e-02	2.273452e-01	1.679229e+01	4.087898e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	6/512	1.670543e-05	2.599782e-04	1.473831e+01	1.621181e+02	USP18;OAS3;OASL;ISG15;OAS1;MX1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION	6/883	3.408199e-04	3.637035e-03	8.340516e+00	6.659199e+01	RSAD2;XAF1;OAS3;ISG15;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1/123	1.301627e-01	2.775100e-01	1.101101e+01	2.245112e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	6/150	1.271847e-08	4.750348e-07	5.264748e+01	9.571422e+02	RSAD2;DDX60;OAS3;OASL;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE	16/1855	1.844772e-12	1.148370e-10	2.431031e+01	6.568320e+02	RSAD2;DDX60;IFIT2;USP18;IFI6;OAS3;HERC5;OASL;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;IFI44L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	3/334	6.043452e-03	5.189033e-02	1.035476e+01	5.290018e+01	ISG15;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	16/1235	3.229752e-15	3.302989e-13	3.796036e+01	1.266599e+03	RSAD2;DDX60;IFIT2;USP18;IFI6;OAS3;HERC5;OASL;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;IFI44L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	16/338	3.223355e-24	1.203923e-21	1.506036e+02	8.146391e+03	RSAD2;DDX60;IFIT2;USP18;IFI6;OAS3;HERC5;OASL;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3;IFI44L
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOCYTOSIS	1/709	5.579049e-01	6.333662e-01	1.846105e+00	1.077325e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2/47	1.276660e-03	1.271553e-02	5.202493e+01	3.466685e+02	RSAD2;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	1/604	5.001378e-01	5.911439e-01	2.179438e+00	1.510071e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1/75	8.141856e-02	2.195656e-01	1.815030e+01	4.552372e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENTRY_INTO_HOST	1/164	1.698337e-01	3.103772e-01	8.232345e+00	1.459542e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	1/1022	6.946920e-01	7.288412e-01	1.259058e+00	4.586582e-01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERBB_SIGNALING_PATHWAY	1/125	1.321391e-01	2.775100e-01	1.083301e+01	2.192492e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ERYTHROCYTE_HOMEOSTASIS	1/141	1.477971e-01	2.897754e-01	9.591409e+00	1.833796e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	2/1696	5.826054e-01	6.457309e-01	1.278275e+00	6.905817e-01	RSAD2;IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXECUTION_PHASE_OF_APOPTOSIS	1/76	8.246014e-02	2.215746e-01	1.790898e+01	4.469079e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXPORT_FROM_CELL	1/910	6.511970e-01	6.999197e-01	1.422696e+00	6.102554e-01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1/229	2.292089e-01	3.656961e-01	5.870694e+00	8.648244e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	1/32	3.554727e-02	1.565276e-01	4.302215e+01	1.435603e+02	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLUCOSE_METABOLIC_PROCESS	1/193	1.968444e-01	3.364823e-01	6.981637e+00	1.134755e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	1/250	2.475093e-01	3.757915e-01	5.370695e+00	7.499140e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROLIPID_METABOLIC_PROCESS	1/390	3.593246e-01	4.827616e-01	3.415201e+00	3.495558e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	1/210	2.122860e-01	3.508355e-01	6.409447e+00	9.933493e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1/298	2.877941e-01	4.174411e-01	4.492906e+00	5.595960e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	2/133	9.776280e-03	7.001117e-02	1.792126e+01	8.293596e+01	EIF2AK2;HERC6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1/36	3.990491e-02	1.628905e-01	3.816672e+01	1.229448e+02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMATOPOIETIC_STEM_CELL_PROLIFERATION	1/36	3.990491e-02	1.628905e-01	3.816672e+01	1.229448e+02	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOPOIESIS	4/950	2.037796e-02	1.135995e-01	4.756800e+00	1.851965e+01	EIF2AK2;ISG15;RSAD2;HERC6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HEMOSTASIS	1/232	2.318490e-01	3.675284e-01	5.793711e+00	8.468488e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	1/317	3.031643e-01	4.330090e-01	4.219001e+00	5.035296e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_HOMEOSTATIC_PROCESS	2/1734	5.951707e-01	6.576813e-01	1.247563e+00	6.473690e-01	ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_EFFECTOR_PROCESS	2/700	1.863723e-01	3.268077e-01	3.274875e+00	5.501820e+00	RSAD2;DDX60
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	2/348	5.813973e-02	1.936419e-01	6.725619e+00	1.913375e+01	OAS1;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	7/504	9.071396e-07	2.185914e-05	1.843913e+01	2.565431e+02	RSAD2;DDX60;OAS3;OASL;OAS1;PLSCR1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IMPORT_INTO_CELL	1/936	6.617921e-01	7.088994e-01	1.381216e+00	5.701714e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMASOME_MEDIATED_SIGNALING_PATHWAY	1/44	4.856389e-02	1.778295e-01	3.113472e+01	9.417865e+01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INFLAMMATORY_RESPONSE	3/890	7.678516e-02	2.148259e-01	3.755276e+00	9.638832e+00	EIF2AK2;USP18;PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE	15/977	3.537338e-15	3.302989e-13	3.970899e+01	1.321333e+03	RSAD2;DDX60;IFIT2;USP18;IFI6;OAS3;HERC5;OASL;IFIT1;ISG15;OAS1;MX1;PLSCR1;EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	1/93	9.999550e-02	2.441067e-01	1.460478e+01	3.362940e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1/113	1.202158e-01	2.704857e-01	1.199597e+01	2.541306e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_BETA_PRODUCTION	3/59	3.902809e-05	5.398886e-04	6.162764e+01	6.255963e+02	ISG15;OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	4/107	5.835274e-06	1.037845e-04	4.548179e+01	5.481278e+02	ISG15;OAS1;USP18;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_10_PRODUCTION	1/65	7.094047e-02	2.086320e-01	2.097512e+01	5.549837e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY	3/7	4.364848e-08	1.417627e-06	7.758433e+02	1.314829e+04	OAS1;MX1;OASL
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	6/357	2.116957e-06	4.518191e-05	2.141114e+01	2.797479e+02	RSAD2;DDX60;OAS3;OASL;OAS1;EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1/319	3.047636e-01	4.336351e-01	4.192070e+00	4.981097e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_IP_10_PRODUCTION	2/5	1.215424e-05	1.973743e-04	6.777875e+02	7.671085e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ISG15_PROTEIN_CONJUGATION	2/6	1.821888e-05	2.721901e-04	5.271409e+02	5.752716e+03	ISG15;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LEUKOCYTE_DIFFERENTIATION	1/620	5.093833e-01	5.976094e-01	2.121347e+00	1.430964e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	1/458	4.077305e-01	5.188666e-01	2.897217e+00	2.599235e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LIPID_BIOSYNTHETIC_PROCESS	1/743	5.752029e-01	6.424201e-01	1.758374e+00	9.724380e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LIPID_LOCALIZATION	1/503	4.378222e-01	5.449919e-01	2.631517e+00	2.173481e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LIPID_METABOLIC_PROCESS	1/1407	8.080480e-01	8.192489e-01	8.953199e-01	1.908229e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LYMPHOCYTE_ACTIVATION	1/796	6.008854e-01	6.610625e-01	1.636575e+00	8.335911e-01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	1/358	3.352599e-01	4.637762e-01	3.727143e+00	4.073205e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	3/1419	2.131853e-01	3.514741e-01	2.285816e+00	3.532943e+00	ISG15;HERC6;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MAPK_CASCADE	1/779	5.928136e-01	6.560471e-01	1.673836e+00	8.752075e-01	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MAST_CELL_ACTIVATION	1/73	7.933201e-02	2.183300e-01	1.865293e+01	4.726864e+01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MDA_5_SIGNALING_PATHWAY	2/11	6.657427e-05	8.574307e-04	2.496341e+02	2.400780e+03	DDX60;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MEMBRANE_DEPOLARIZATION	1/80	8.661521e-02	2.260358e-01	1.700439e+01	4.159749e+01	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MEMBRANE_ORGANIZATION	1/814	6.092655e-01	6.692960e-01	1.598819e+00	7.922169e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MITOCHONDRIAL_DEPOLARIZATION	1/23	2.567343e-02	1.278537e-01	6.025891e+01	2.206861e+02	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MITOCHONDRION_ORGANIZATION	2/553	1.281432e-01	2.764817e-01	4.180284e+00	8.588841e+00	IFIT2;IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	2/21	2.524588e-04	2.733141e-03	1.215541e+02	1.006986e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	1/482	4.239657e-01	5.313798e-01	2.749330e+00	2.359207e+00	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	1/261	2.569289e-01	3.843541e-01	5.140963e+00	6.986342e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	1/73	7.933201e-02	2.183300e-01	1.865293e+01	4.726864e+01	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	2/815	2.343379e-01	3.687514e-01	2.794684e+00	4.055063e+00	ISG15;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYELOID_CELL_DIFFERENTIATION	1/432	3.896497e-01	5.084030e-01	3.075992e+00	2.899145e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYELOID_CELL_HOMEOSTASIS	1/174	1.792442e-01	3.218640e-01	7.753837e+00	1.332889e+01	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_MYELOID_LEUKOCYTE_ACTIVATION	1/243	2.414557e-01	3.738872e-01	5.527739e+00	7.855299e+00	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	1/345	3.252392e-01	4.532718e-01	3.870422e+00	4.347236e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1/243	2.414557e-01	3.738872e-01	5.527739e+00	7.855299e+00	IFI6
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	1/17	1.903735e-02	1.093915e-01	8.219662e+01	3.256098e+02	IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_BINDING	2/122	8.282189e-03	6.378140e-02	1.956836e+01	9.380385e+01	IFIT2;IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	2/481	1.016819e-01	2.450864e-01	4.826293e+00	1.103245e+01	IFI6;IFIT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1/734	5.706880e-01	6.406072e-01	1.780806e+00	9.988764e-01	PLSCR1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	2/957	2.946884e-01	4.255803e-01	2.361233e+00	2.885042e+00	EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	1/5	5.635520e-03	4.895039e-02	3.015736e+02	1.561749e+03	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	2/6	1.821888e-05	2.721901e-04	5.271409e+02	5.752716e+03	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	2/31	5.552047e-04	5.681342e-03	8.030798e+01	6.020026e+02	OAS1;OAS3
