Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c5.all.v2023.2.Hs.symbols.gmt	GOBP_AMYLOID_FIBRIL_FORMATION	1/42	1.178467e-01	2.999084e-01	1.218135e+01	2.604825e+01	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	2/1259	8.964900e-01	9.333547e-01	6.390858e-01	6.983175e-02	TNFSF13B;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANIMAL_ORGAN_REGENERATION	1/64	1.740144e-01	3.475316e-01	7.952003e+00	1.390501e+01	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	1/205	4.591447e-01	5.936045e-01	2.451217e+00	1.908002e+00	MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	8/48	1.286981e-12	1.285142e-10	8.054064e+01	2.205100e+03	IFIT2;USP18;IFIT1;OAS1;IFIH1;MX1;EIF2AK2;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_CELL_CLEARANCE	2/48	9.003936e-03	9.990081e-02	1.843515e+01	8.683128e+01	NR1H3;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	3/109	4.207176e-03	5.728862e-02	1.143632e+01	6.256771e+01	IFIT2;IFI6;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_PROCESS	11/1965	2.869624e-02	1.794672e-01	2.163464e+00	7.682436e+00	IFIT2;LGALS2;IFI6;MNDA;XAF1;LGALS9;TNFSF10;MX1;EIF2AK2;IFIT3;IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_APOPTOTIC_SIGNALING_PATHWAY	3/622	2.826540e-01	4.493749e-01	1.913829e+00	2.418184e+00	IFI6;IFI16;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING	1/19	5.511326e-02	2.196926e-01	2.735817e+01	7.929395e+01	APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	9/213	1.264835e-08	6.630900e-07	1.803337e+01	3.279501e+02	TRIM34;TRIM22;LGALS9;LY6E;IFIT1;TRIM5;SIGLEC1;IFITM3;CD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	1/121	3.037023e-01	4.693075e-01	4.178135e+00	4.979114e+00	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	39/1759	2.179246e-27	1.142470e-24	2.083861e+01	1.279299e+03	OAS2;HERC6;LY6E;IFI16;MNDA;OAS3;CD4;IFIT1;IFIT5;MX1;EIF2AK2;IFITM3;TRIM14;MX2;DDX60;PARP9;TRIM22;IFI44;APOBEC3A;HERC5;OASL;NR1H3;TRIM5;IFIH1;IFI44L;RSAD2;IFIT2;TRIM34;USP18;CD36;LGALS9;CMPK2;IFI35;ISG15;OAS1;SIGLEC1;CCL8;IFI6;IFIT3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	10/323	3.530502e-08	1.645214e-06	1.319445e+01	2.264067e+02	TRIM34;TRIM22;LGALS9;LY6E;IFIT1;TRIM5;SIGLEC1;CCL8;IFITM3;CD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	1/174	4.062189e-01	5.485132e-01	2.893848e+00	2.606961e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BODY_FLUID_SECRETION	2/92	3.074443e-02	1.839511e-01	9.450692e+00	3.290775e+01	NR1H3;OAS2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_BONE_MINERALIZATION	1/122	3.057887e-01	4.718462e-01	4.143532e+00	4.909509e+00	ISG15
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_ACTIVATION	2/278	2.006928e-01	3.765689e-01	3.063499e+00	4.919917e+00	TNFSF13B;MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_DIFFERENTIATION	1/153	3.675073e-01	5.196647e-01	3.295937e+00	3.299273e+00	TNFSF13B
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_HOMEOSTASIS	1/34	9.650509e-02	2.764634e-01	1.509656e+01	3.529817e+01	TNFSF13B
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_PROLIFERATION	2/104	3.845975e-02	1.962289e-01	8.339089e+00	2.716995e+01	TNFSF13B;MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1/77	2.055364e-01	3.817624e-01	6.596249e+00	1.043614e+01	MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CALCIUM_ION_HOMEOSTASIS	1/332	6.316240e-01	7.338036e-01	1.502144e+00	6.901768e-01	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CALCIUM_ION_TRANSPORT	2/445	3.835407e-01	5.301812e-01	1.893277e+00	1.814345e+00	CD4;CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CALCIUM_MEDIATED_SIGNALING	1/210	4.672354e-01	5.999954e-01	2.392093e+00	1.820197e+00	CD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	9/300	2.378639e-07	9.780402e-06	1.259392e+01	1.920769e+02	TRIM34;TRIM22;CD36;SECTM1;LGALS9;TNFSF10;TRIM5;IFIT5;CD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	1/214	4.736221e-01	6.048633e-01	2.346787e+00	1.753861e+00	NLN
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	1/653	8.620473e-01	9.097701e-01	7.503248e-01	1.113821e-01	CMPK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS	2/179	9.948151e-02	2.785964e-01	4.796834e+00	1.107005e+01	AOAH;APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	3/1039	6.043982e-01	7.139667e-01	1.118495e+00	5.631868e-01	AOAH;CMPK2;APOBEC3A
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_HOMEOSTASIS	1/254	5.334911e-01	6.519411e-01	1.972369e+00	1.239265e+00	OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CARBOHYDRATE_METABOLIC_PROCESS	2/569	5.085348e-01	6.340056e-01	1.469923e+00	9.939939e-01	OAS1;NLN
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	2/119	4.901731e-02	2.107886e-01	7.268876e+00	2.191989e+01	RSAD2;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	1/19	5.511326e-02	2.196926e-01	2.735817e+01	7.929395e+01	RSAD2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	2/93	3.136103e-02	1.839511e-01	9.346922e+00	3.236081e+01	RSAD2;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	1/22	6.353802e-02	2.317204e-01	2.353711e+01	6.487102e+01	LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION	1/10	2.938952e-02	1.794672e-01	5.330114e+01	1.879994e+02	LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_CATABOLIC_PROCESS	9/1613	4.789418e-02	2.107886e-01	2.130967e+00	6.475500e+00	OAS2;TRIM34;SLCO2B1;TRIM22;CD36;APOBEC3A;PNPT1;TRIM5;IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	1/789	9.094674e-01	9.427351e-01	6.164098e-01	5.849488e-02	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_DEFENSE_RESPONSE	1/52	1.438280e-01	3.250080e-01	9.810975e+00	1.902482e+01	MNDA
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_HOMEOSTASIS	1/819	9.175341e-01	9.466830e-01	5.928607e-01	5.102486e-02	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_KETONE_METABOLIC_PROCESS	1/226	4.923344e-01	6.193312e-01	2.220515e+00	1.573451e+00	NR1H3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	4/1005	3.510298e-01	5.092673e-01	1.518516e+00	1.589710e+00	AOAH;NR1H3;HACD4;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_OXIDANT_DETOXIFICATION	1/99	2.562092e-01	4.277633e-01	5.117149e+00	6.968333e+00	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPIRATION	1/243	5.177290e-01	6.412745e-01	2.063021e+00	1.358094e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS	1/336	6.360681e-01	7.361119e-01	1.483924e+00	6.714009e-01	IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA	1/46	1.283309e-01	3.103921e-01	1.110817e+01	2.280666e+01	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	4/265	7.995822e-03	9.212769e-02	6.049310e+00	2.921113e+01	NR1H3;TRIM5;CMPK2;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	2/318	2.445309e-01	4.179147e-01	2.670735e+00	3.761499e+00	PNPT1;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_DSRNA	2/23	2.118054e-03	3.416583e-02	3.992282e+01	2.458151e+02	IFIT1;IFIH1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	2/17	1.151695e-03	1.995955e-02	5.539395e+01	3.748243e+02	IFIT1;IFIH1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	2/345	2.743930e-01	4.426170e-01	2.457330e+00	3.177804e+00	EIF2AK2;IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	2/280	2.028636e-01	3.794870e-01	3.041181e+00	4.851358e+00	EIF2AK2;IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	1/50	1.386927e-01	3.189019e-01	1.020843e+01	2.016671e+01	IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	1/612	8.434630e-01	8.951123e-01	8.023819e-01	1.365969e-01	NR1H3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	1/8	2.358034e-02	1.642790e-01	6.752174e+01	2.530270e+02	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA	4/27	1.180332e-06	4.057634e-05	6.815089e+01	9.302402e+02	MNDA;IFI16;PNPT1;OAS1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	1/110	2.803407e-01	4.487591e-01	4.600476e+00	5.850655e+00	CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION	1/70	1.887128e-01	3.641145e-01	7.263247e+00	1.211167e+01	IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_LIPID	4/612	1.089526e-01	2.895290e-01	2.552577e+00	5.658661e+00	NR1H3;TRIM5;CMPK2;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS	1/42	1.178467e-01	2.999084e-01	1.218135e+01	2.604825e+01	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	4/695	1.521801e-01	3.306961e-01	2.236283e+00	4.210229e+00	IFIT1;IFIH1;HRH2;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	3/550	2.249246e-01	3.976955e-01	2.173804e+00	3.243294e+00	IFIT1;IFIH1;HRH2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	2/256	1.770354e-01	3.522231e-01	3.332145e+00	5.769295e+00	PNPT1;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	1/14	4.090616e-02	1.999539e-01	3.750048e+01	1.198693e+02	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	5/1299	3.444016e-01	5.015348e-01	1.439451e+00	1.534378e+00	CD36;HRH2;CMPK2;NR1H3;TRIM5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL	1/25	7.188896e-02	2.435398e-01	2.065182e+01	5.436865e+01	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	1/379	6.806368e-01	7.731827e-01	1.312377e+00	5.049063e-01	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_RADIATION	1/182	4.203453e-01	5.607279e-01	2.765146e+00	2.396493e+00	IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	1/154	3.694057e-01	5.202288e-01	3.274295e+00	3.260739e+00	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STARVATION	2/178	9.855183e-02	2.785964e-01	4.824262e+00	1.117865e+01	EIF2AK2;IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_STRESS	8/1966	2.274771e-01	3.998487e-01	1.500671e+00	2.222052e+00	PARP9;CD36;MNDA;LGALS9;NR1H3;PNPT1;EIF2AK2;IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	1/109	2.781791e-01	4.473478e-01	4.643118e+00	5.940823e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	1/128	3.181790e-01	4.789816e-01	3.947315e+00	4.520233e+00	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	4/119	4.356820e-04	8.538554e-03	1.380043e+01	1.067960e+02	NR1H3;PARP9;CCL8;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	1/89	2.335826e-01	4.058182e-01	5.698305e+00	8.286588e+00	EIF2AK2
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_VIRUS	4/88	1.370124e-04	2.992864e-03	1.889360e+01	1.680669e+02	IFI6;OAS1;IFIH1;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS	1/192	4.375397e-01	5.763321e-01	2.619389e+00	2.165155e+00	SLCO2B1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELLULAR_SENESCENCE	1/110	2.803407e-01	4.487591e-01	4.600476e+00	5.850655e+00	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION	7/1109	4.567327e-02	2.079778e-01	2.419589e+00	7.467438e+00	TNFSF13B;RSAD2;MNDA;LGALS9;IFI35;NR1H3;CD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	2/307	2.324045e-01	4.058182e-01	2.768492e+00	4.039994e+00	IFI35;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_ADHESION	7/1531	1.683990e-01	3.431873e-01	1.709505e+00	3.045346e+00	TNFSF13B;CD36;LGALS2;ADGRE1;LGALS9;SIGLEC1;CD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_ADHESION	5/962	1.575694e-01	3.364798e-01	1.982260e+00	3.662997e+00	TNFSF13B;LGALS2;LGALS9;SIGLEC1;CD4
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CELL_SIGNALING	3/1713	8.949607e-01	9.332335e-01	6.529175e-01	7.245786e-02	HRH2;CCL8;TNFSF10
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CHEMOTAXIS	2/325	2.522642e-01	4.242165e-01	2.611987e+00	3.597433e+00	LGALS9;CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE	4/1841	8.106188e-01	8.739679e-01	7.900768e-01	1.658825e-01	PNPT1;PARP9;MX2;HERC5
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	1/192	4.375397e-01	5.763321e-01	2.619389e+00	2.165155e+00	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PHASE_TRANSITION	1/574	8.240532e-01	8.825534e-01	8.572761e-01	1.659002e-01	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_CYCLE_PROCESS	1/1323	9.831956e-01	9.899533e-01	3.569820e-01	6.049856e-03	PARP9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_KILLING	1/225	4.908003e-01	6.187436e-01	2.230522e+00	1.587502e+00	LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_MATRIX_ADHESION	2/239	1.590986e-01	3.373405e-01	3.573824e+00	6.569514e+00	SIGLEC1;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_MOTILITY	3/1813	9.160440e-01	9.460150e-01	6.133714e-01	5.378710e-02	PARP9;CCL8;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_PART_MORPHOGENESIS	1/680	8.730831e-01	9.181821e-01	7.194740e-01	9.765032e-02	PNPT1
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_RECOGNITION	1/155	3.712985e-01	5.208113e-01	3.252934e+00	3.222841e+00	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SUBSTRATE_ADHESION	2/356	2.865636e-01	4.514963e-01	2.379707e+00	2.974146e+00	SIGLEC1;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	4/72	6.262536e-05	1.582233e-03	2.332599e+01	2.257569e+02	IFI35;NR1H3;OAS1;LGALS9
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CGMP_MEDIATED_SIGNALING	1/33	9.380197e-02	2.728193e-01	1.556187e+01	3.682825e+01	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMICAL_HOMEOSTASIS	3/1037	6.030691e-01	7.136771e-01	1.120779e+00	5.668044e-01	NR1H3;OAS1;CCL8
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	1/11	3.228136e-02	1.839511e-01	4.822236e+01	1.655602e+02	OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	2/20	1.599780e-03	2.600573e-02	4.640397e+01	2.987436e+02	OAS1;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHEMOKINE_PRODUCTION	4/105	2.705098e-04	5.454415e-03	1.571533e+01	1.291046e+02	EIF2AK2;OAS1;LGALS9;OAS3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHOLESTEROL_EFFLUX	1/73	1.959654e-01	3.729032e-01	6.961619e+00	1.134617e+01	NR1H3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHOLESTEROL_IMPORT	1/9	2.648919e-02	1.741311e-01	5.957494e+01	2.163177e+02	CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHOLESTEROL_STORAGE	2/25	2.501948e-03	3.915362e-02	3.652137e+01	2.187881e+02	NR1H3;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CHROMATIN_REMODELING	1/638	8.555144e-01	9.046968e-01	7.685934e-01	1.199408e-01	IFI16
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CIRCADIAN_RHYTHM	1/204	4.575122e-01	5.933228e-01	2.463391e+00	1.926253e+00	NR1H3
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CIRCULATORY_SYSTEM_PROCESS	3/602	2.664202e-01	4.358288e-01	1.979780e+00	2.618617e+00	HRH2;SLCO2B1;CD36
c5.all.v2023.2.Hs.symbols.gmt	GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	1/48	1.335270e-01	3.142605e-01	1.063936e+01	2.142183e+01	SIGLEC1
